,smiles,Dissocation energy (nucleofuge),Dissociation energy (electrofuge),Electroaccepting power(w+),Electrodonating power (w-),Electronegativity (chi=-mu),Electronic chemical potential (mu),Electronic chemical potential (mu+),Electronic chemical potential (mu-),Electrophilicity index (w=omega),Global Dual Descriptor Deltaf+,Global Dual Descriptor Deltaf-,Hardness (eta),Hyperhardness (gamma),Net Electrophilicity,Softness (S)
0,NS(=O)(=O)c1ccc(NC(=O)NCc2ccccc2OC(F)F)cc1,0.0300241962175101,0.3544839617063681,0.026,0.189,0.162,-0.162,-0.31,-0.015,0.045,-0.518,0.518,0.295,0.28,0.215,3.385
1,CC(C)(C)NCc1cc(Cl)cc(Br)c1,0.0431069549120433,0.3380570146938502,0.016,0.163,0.147,-0.147,-0.303,0.008,0.035,-0.789,0.789,0.311,0.303,0.179,3.212
2,CCC(C)N(C)CC(=O)Nc1ccc(CN)cc1,0.0515225496902682,0.2996907223424664,0.008,0.132,0.124,-0.124,-0.274,0.026,0.026,-0.461,0.461,0.3,0.271,0.14,3.335
3,Cc1cnn(CC(C)NCC(=O)NCCc2cccs2)c1,0.0521472881672544,0.3220343102252647,0.01,0.145,0.135,-0.135,-0.293,0.023,0.029,-0.388,0.388,0.317,0.306,0.155,3.158
4,CNc1cccc(-c2cnc(-c3ccncc3)nc2C2CCN(C(=O)OC(C)(C)C)CC2)c1,0.0142954863263297,0.3322873711122724,0.04,0.199,0.159,-0.159,-0.28,-0.038,0.052,-0.974,0.974,0.242,0.218,0.239,4.128
5,Cc1cc(CN2C(=O)C(C3=NS(=O)(=O)c4c(CNS(C)(=O)=O)cccc43)=C(O)C2C(C)(C)C)ccc1F,0.0013229755983235,0.4020743339238413,0.093,0.293,0.2,-0.2,-0.313,-0.088,0.089,-0.865,0.865,0.225,0.213,0.385,4.45
6,CCOCCN(CC)C(CN)c1cncn1C,0.0683537392467182,0.2820877970203277,0.003,0.109,0.107,-0.107,-0.264,0.05,0.018,-0.809,0.809,0.314,0.286,0.112,3.184
7,CC=CC(=O)N1CCCC(NN=[N+]=[N-])C1,0.0392115267614238,0.3387552518151877,0.018,0.168,0.15,-0.15,-0.302,0.002,0.037,-0.733,0.733,0.304,0.296,0.185,3.287
8,CC(N)C(=O)N(C)Cc1cscn1,0.0420779738911249,0.3420626908109966,0.017,0.1669999999999999,0.15,-0.15,-0.306,0.006,0.036,-0.741,0.741,0.312,0.305,0.183,3.205
9,CCCNCC(C)(C)Oc1cccc(CC)c1,0.0583211742927644,0.3232102885348856,0.008,0.14,0.132,-0.132,-0.296,0.032,0.027,-0.831,0.831,0.328,0.327,0.148,3.049
10,Nc1ccc(OCCN2CCCC2)cc1C[C@@H]1CCN(CCOc2ccc(NC(=O)Nc3ccc(Oc4ccncc4)cc3)cc2)C1,0.0264227626442959,0.2833005246521243,0.019,0.148,0.128,-0.128,-0.249,-0.008,0.034,-0.981,0.981,0.241,0.226,0.1669999999999999,4.142
11,CCC(NC)C(=O)N(C)N=[N+]=[N-],0.020873614995772,0.3429446745432124,0.033,0.195,0.161,-0.161,-0.294,-0.028,0.049,-0.947,0.947,0.266,0.252,0.228,3.753
12,CC(C)(C)c1ccccc1Oc1ccc(CN)c(Br)c1,0.0391747774392482,0.321997560903089,0.016,0.157,0.141,-0.141,-0.288,0.005,0.034,-0.603,0.603,0.293,0.269,0.173,3.414
13,Nc1cc(Oc2ccc(NC(=O)Nc3cc(-c4ccccn4)cc(C(F)(F)F)c3)cc2)ncn1,0.0110247966526964,0.3428344265766854,0.047,0.213,0.166,-0.166,-0.285,-0.047,0.058,-0.935,0.935,0.238,0.212,0.261,4.194
14,CC(C)S(=O)(=O)CCC(=O)CC1CNc2ccccc21,0.0456426581421635,0.2944355692713478,0.01,0.134,0.124,-0.124,-0.267,0.019,0.027,-0.818,0.818,0.286,0.239,0.144,3.497
15,COc1ccc(-c2nc(C)c(C(=O)NCC3CCCNC3)s2)cc1OC,0.016610693623396,0.3124427371374188,0.033,0.181,0.148,-0.148,-0.266,-0.03,0.046,-0.569,0.569,0.237,0.219,0.215,4.228
16,CC1(C)CCC(NCc2ccc(-c3ccc4nc[nH]c4c3)cc2C(F)(F)F)CC1,0.0270107517991064,0.3238717763340474,0.024,0.173,0.148,-0.148,-0.283,-0.014,0.041,-0.424,0.424,0.269,0.246,0.197,3.718
17,COc1c(C)c(C(C)(C)N)cc(C)c1O,0.0617388612551003,0.2931125936730242,0.005,0.12,0.116,-0.116,-0.272,0.04,0.021,-0.606,0.606,0.312,0.291,0.125,3.2060000000000004
18,CC(C)CN(c1ccccc1CNC(C)C)C1CCCC1,0.0507140646024038,0.2816100558320442,0.0069999999999999,0.122,0.115,-0.115,-0.258,0.027,0.023,-0.8190000000000001,0.8190000000000001,0.286,0.245,0.129,3.5010000000000003
19,CCOC(=O)N1CC[C@H](Nc2ccc(NC(=O)c3nc(-c4ccccc4OC(F)(F)F)oc3C(F)(F)F)cc2)C1,0.0076438590125362,0.3124794864595944,0.048,0.201,0.152,-0.152,-0.257,-0.048,0.056,-0.961,0.961,0.209,0.154,0.249,4.788
20,Cc1cc(SCC(O)(CN)c2ccccc2)n(C)n1,0.0474433749287705,0.3131777235809318,0.011,0.144,0.133,-0.133,-0.284,0.018,0.029,-0.616,0.616,0.302,0.283,0.155,3.309
21,Cc1cc(N(CCC(N)=S)c2ccccc2)ncn1,0.0267167572217011,0.3143537018905528,0.023,0.1669999999999999,0.144,-0.144,-0.275,-0.013,0.039,-0.919,0.919,0.262,0.242,0.191,3.814
22,CN(Cc1cccc(Cl)c1F)CC1CCCNC1,0.0371535647195872,0.3097600366185959,0.016,0.152,0.136,-0.136,-0.277,0.004,0.033,-0.985,0.985,0.281,0.271,0.1669999999999999,3.562
23,CCN[C@H](C)CNC(=O)CNC(=O)CCC(C)C.Cl,0.0558589697069955,0.315713426811052,0.008,0.138,0.13,-0.13,-0.289,0.029,0.026,-0.973,0.973,0.319,0.29,0.146,3.139
24,CCCCCCCC/C=C/CCCC1CCCC(C)N1,0.0721389194308107,0.2986984906437238,0.003,0.116,0.113,-0.113,-0.279,0.053,0.019,-0.984,0.984,0.332,0.309,0.119,3.01
25,CN1CCN(CCNc2cncc3nnnn23)CC1,0.0170884348116795,0.3191678630955636,0.034,0.185,0.151,-0.151,-0.272,-0.03,0.047,-0.995,0.995,0.242,0.224,0.219,4.132
26,CN(C)CCCN(C)c1ccc(N)cc1Br,0.0444299305103668,0.2819040504094494,0.009,0.128,0.119,-0.119,-0.256,0.019,0.026,-0.675,0.675,0.275,0.25,0.1369999999999999,3.635
27,C#CC(C)N1CCNC(CC)(CC)C1,0.0809587567529679,0.2952440543592122,0.001,0.108,0.107,-0.107,-0.278,0.064,0.017,-0.83,0.83,0.343,0.335,0.11,2.918
28,CC(=O)/C=C(/C)O[C@@H]1NCc2cc(C)ccc2-c2c3ccc4ccccc4c3cc[n+]21,0.0034544362845115,0.1045518215897384,0.014,0.065,0.051,-0.051,-0.087,-0.014,0.017,-0.949,0.949,0.073,-0.107,0.079,13.692
29,COc1ccc(N)c(OC)c1COc1cccc2cc(N=[N+]=[N-])c(C)nc12,0.0168311895564499,0.2957952941918469,0.03,0.17,0.139,-0.139,-0.253,-0.026,0.043,-0.989,0.989,0.227,0.215,0.2,4.408
30,C[n+]1[nH]c2nc1N=C1N=C(NC3=NC(=NC4=NC(=N2)c2ccccc24)c2cc(C(C)(C)C)ccc23)c2ccccc21,0.0093343278326163,0.2086259019911932,0.107,0.207,0.1,-0.1,-0.132,-0.067,0.077,-0.388,0.388,0.065,-0.077,0.314,15.414
31,O=C(NCc1ccc(Cl)cc1)c1cc(NCc2ccc3c(c2)OCO3)ncn1,0.0291422124852944,0.3258562397315328,0.023,0.171,0.148,-0.148,-0.286,-0.011,0.04,-0.905,0.905,0.275,0.251,0.194,3.637
32,N#C/C(=C/NCCCN1CCCC1=O)C(=O)NCc1ccc2c(c1)OCO2,0.0284072260417813,0.3084003116980967,0.021,0.161,0.14,-0.14,-0.271,-0.009,0.037,-0.956,0.956,0.262,0.239,0.182,3.817
33,COc1cc(Cl)c(C)cc1Nc1cc(C(=O)N(C)c2ccccc2)ccn1,0.0241075553472296,0.3014546898068979,0.024,0.162,0.139,-0.139,-0.263,-0.015,0.039,-0.779,0.779,0.248,0.218,0.186,4.032
34,CCCCC(O)C(CN)c1cc(F)cc(F)c1,0.0541685008869154,0.3362195485850675,0.01,0.151,0.141,-0.141,-0.306,0.024,0.03,-0.593,0.593,0.33,0.326,0.162,3.029
35,Cc1nsc2ncnc(NC3(CCl)CCCC3)c12,0.0281867301087273,0.3364400445181214,0.025,0.179,0.154,-0.154,-0.294,-0.014,0.042,-0.546,0.546,0.28,0.247,0.205,3.576
36,C[NH+](C)CCS/C(Cc1ccccc1)=N/OS(=O)(=O)O,0.0126417668284253,0.0247322938242158,0.0,0.006,0.006,-0.006,-0.024,0.012,0.001,-0.344,0.344,0.036,-0.232,0.0069999999999999,27.503
37,CCNC(=NCC1CCCO1)N(C)Cc1ccc(C(F)(F)F)cc1.I,0.0213881055062312,0.2925246045182137,0.025,0.16,0.136,-0.136,-0.254,-0.018,0.039,-0.633,0.633,0.236,0.196,0.185,4.2360000000000015
38,CNC(CCN1CCOCC1(C)C)C(=O)OC,0.0718081755312298,0.2900623999324448,0.002,0.111,0.109,-0.109,-0.272,0.054,0.018,-0.958,0.958,0.325,0.295,0.114,3.074
39,CCN(CCOC)c1cc(C(N)=NO)ccn1,0.0268637545104038,0.2985882426771968,0.021,0.157,0.136,-0.136,-0.262,-0.01,0.037,-0.618,0.618,0.252,0.222,0.178,3.963
40,CC(CN)N(C)C(=O)c1ccc2c(c1)C(=O)N(C1CCCCC1)C2=O.Cl,0.0078643549455901,0.3830749343590276,0.062,0.25,0.188,-0.188,-0.313,-0.062,0.07,-0.963,0.963,0.25,0.237,0.312,3.994
41,Cc1ccc(C(=O)Nc2cc(N3CCN(C)CC3)cc(C(F)(F)F)c2)cc1Oc1ncnc2c1OCC(C)(C)N2,0.0222700892384469,0.3171466503759026,0.028,0.175,0.147,-0.147,-0.274,-0.021,0.043,-0.8390000000000001,0.8390000000000001,0.254,0.243,0.203,3.941
42,CCCC(C)C(N)CCC(C)(C)OC,0.0847439369370604,0.3202335934386576,0.002,0.12,0.118,-0.118,-0.301,0.066,0.019,-0.8909999999999999,0.8909999999999999,0.3670000000000001,0.348,0.121,2.7230000000000003
43,Nc1c(Cl)cccc1-c1nc2cnccc2s1,0.0105470554644129,0.336807537739878,0.047,0.21,0.163,-0.163,-0.28,-0.046,0.057,-0.648,0.648,0.233,0.203,0.257,4.2860000000000005
44,COc1ccc(/C=C\c2cc(OC)c3c(c2)OCO3)cc1NC(=O)[C@@H]([NH3+])Cc1ccc(O)cc1.[Cl-],0.0157287098911803,0.2942885719826451,0.031,0.171,0.139,-0.139,-0.251,-0.028,0.043,-0.495,0.495,0.223,0.189,0.202,4.484
45,C[C@H]1C[C@H](C)CN(C(=O)COC(=O)c2ccc(CNS(=O)(=O)c3ccc4ccccc4c3)cc2)C1,0.0174559280334361,0.35683591832561,0.04,0.21,0.17,-0.17,-0.303,-0.037,0.054,-0.346,0.346,0.266,0.262,0.25,3.759
46,C=CCCCN(C)C(=NC)NCCCC(C)(C)C.I,0.0709629411211898,0.3027409160830458,0.003,0.119,0.116,-0.116,-0.283,0.051,0.02,-0.7859999999999999,0.7859999999999999,0.333,0.314,0.122,2.999
47,O=C1NCc2c(-c3ccc(F)cc3)nc(NCCCO)nc2N1c1c(F)cccc1F,0.0202488765187859,0.3379835160494989,0.033,0.192,0.159,-0.159,-0.29,-0.028,0.048,-0.672,0.672,0.262,0.233,0.226,3.819
48,NC1(C(=O)ON2C(=O)CCC2=O)CCCCC1,0.0493543396819046,0.3584161391791631,0.015,0.1689999999999999,0.155,-0.155,-0.3229999999999999,0.014,0.035,-0.958,0.958,0.337,0.309,0.184,2.968
49,CC(CC(=O)NC1CCN(C(=O)CCc2ccccc2)CC1)C1CCNCC1.Cl,0.0468186364517844,0.3132144729031075,0.011,0.144,0.133,-0.133,-0.284,0.017,0.029,-1.0,1.0,0.301,0.268,0.155,3.321
50,CC(C)(C)OC(=O)[C@H](CCS(C)(=O)=O)Nc1ccc(/C=C(/Cn2ccnc2)c2ccc(F)cc2)cc1-c1ccc(F)cc1,0.0225273344936765,0.311340257472149,0.027,0.171,0.144,-0.144,-0.27,-0.019,0.042,-0.511,0.511,0.251,0.227,0.198,3.989
51,CCCCC1NC(CCC)N(C(C)CC(C)C)C1=O,0.0836414572717907,0.3118547479826082,0.002,0.116,0.114,-0.114,-0.294,0.066,0.018,-0.898,0.898,0.359,0.347,0.117,2.783
52,CCCNC(=S)N1CCC2(CCC2)C1,0.0631720848199509,0.281940799731625,0.004,0.113,0.109,-0.109,-0.262,0.044,0.02,-0.802,0.802,0.306,0.294,0.116,3.268
53,CSC1CCC(NCc2ccc([N+](=O)[O-])o2)CC1,0.0104000581757103,0.3504047869448704,0.05,0.22,0.17,-0.17,-0.29,-0.05,0.06,-0.999,0.999,0.241,0.215,0.27,4.154
54,CC(C)S(=O)(=O)Cc1coc2cccc(CN)c12,0.0385132896400864,0.3144272005349041,0.015,0.153,0.138,-0.138,-0.281,0.005,0.033,-0.352,0.352,0.287,0.266,0.1689999999999999,3.49
55,CCOc1cccc(C2(N)CCOCC2)c1,0.0520370402007274,0.3089883008529071,0.009,0.1369999999999999,0.128,-0.128,-0.282,0.025,0.027,-0.5920000000000001,0.5920000000000001,0.307,0.282,0.146,3.254
56,Cc1ccc(COc2cccc(SNCCCc3ccccc3)c2)cc1,0.0389910308283699,0.3150519390118903,0.015,0.153,0.138,-0.138,-0.282,0.006,0.033,-0.595,0.595,0.288,0.271,0.168,3.474
57,C=CCCOCCNc1ncc2ccccc2n1,0.0183011624434761,0.3222548061583186,0.033,0.185,0.152,-0.152,-0.275,-0.028,0.047,-0.608,0.608,0.247,0.202,0.218,4.048
58,Cc1ccnc(Nc2nc3c(ccc4[nH]ncc43)s2)n1,0.0237400621254731,0.3055338645683956,0.025,0.166,0.141,-0.141,-0.266,-0.016,0.04,-0.508,0.508,0.25,0.22,0.19,4.004
59,C[C@](COc1ccc2c(cnn2-c2ccc(F)cc2)c1)(NS(=O)(=O)C1CC1)c1ccccc1,0.0244382992468105,0.3140597073131475,0.025,0.17,0.145,-0.145,-0.273,-0.016,0.041,-0.493,0.493,0.257,0.224,0.195,3.893
60,CC(C)CC(C)N1C2CCCC1CC(N)C2,0.0790110426776582,0.2661385911960934,0.001,0.094,0.094,-0.094,-0.252,0.065,0.014,-0.863,0.863,0.318,0.269,0.095,3.149
61,C#Cc1ccc(OCCCN[C@H](CC(C)C)C(=O)OC2CCCC2)cc1,0.0366023248869523,0.3185431246185774,0.017,0.158,0.141,-0.141,-0.284,0.002,0.035,-0.438,0.438,0.286,0.273,0.175,3.502
62,C=CCCNCCOc1cc(CO)cc(-c2ccn3cccnc23)c1,0.0159124565020586,0.296750776568414,0.031,0.172,0.14,-0.14,-0.253,-0.028,0.044,-0.695,0.695,0.225,0.201,0.203,4.444
63,O=c1c2ccccc2oc2cc(OCCCCCCNC3CCCCC3)ccc12,0.0170884348116795,0.3402987233465652,0.038,0.199,0.162,-0.162,-0.289,-0.034,0.051,-1.0,1.0,0.255,0.249,0.237,3.922
64,COC(=O)c1cc(NC2CCN3CCCC23)ccc1Cl,0.0232623209371896,0.3108257669616899,0.026,0.17,0.144,-0.144,-0.27,-0.018,0.041,-0.611,0.611,0.252,0.238,0.196,3.967
65,NCc1cnc(Sc2cccc(Br)c2)cn1,0.0212411082175285,0.3294944226269226,0.031,0.185,0.154,-0.154,-0.284,-0.025,0.046,-0.6579999999999999,0.6579999999999999,0.259,0.23,0.216,3.86
66,O=C(c1ccnc(NCc2cccnc2)n1)N1CCN(c2ncccn2)CC1,0.016720941589923,0.3212258251374003,0.035,0.187,0.152,-0.152,-0.273,-0.031,0.048,-0.892,0.892,0.242,0.213,0.222,4.129
67,Nc1ccccc1OS(=O)(=O)c1ccccc1Cl,0.0195873887196241,0.3266279754972216,0.032,0.186,0.154,-0.154,-0.28,-0.027,0.047,-0.957,0.957,0.253,0.211,0.218,3.951
68,CC(C)(C)n1cc(CNC2CCN3CCCCC23)cn1,0.0762180941923084,0.2777881263257761,0.001,0.102,0.101,-0.101,-0.262,0.06,0.016,-0.937,0.937,0.3229999999999999,0.293,0.103,3.1010000000000004
69,Cc1[nH]c2c(F)cc(-c3cnoc3N)cc2c1C,0.0404977530375718,0.2875266967023247,0.011,0.135,0.124,-0.124,-0.259,0.012,0.028,-0.593,0.593,0.272,0.258,0.146,3.677
70,C#CCNCCOc1cccc(Br)c1,0.0461938979747983,0.3286124388947069,0.013,0.154,0.141,-0.141,-0.297,0.014,0.032,-0.598,0.598,0.311,0.294,0.1669999999999999,3.219
71,N[C@H]1CN(C2CCN(c3ccccc3F)CC2)C[C@@H]1C1CC1,0.0533967651212267,0.2794050965015049,0.006,0.119,0.113,-0.113,-0.257,0.031,0.022,-0.623,0.623,0.289,0.276,0.125,3.465
72,COc1ccc(Cl)cc1CC(=O)N(C)[C@@H]1CCNC1,0.03983626523841,0.3064893469449626,0.014,0.147,0.133,-0.133,-0.275,0.008,0.031,-0.967,0.967,0.284,0.27,0.161,3.526
73,CO/N=C(/C(=O)On1nnc2ccccc21)c1csc(NC(c2ccccc2)(c2ccccc2)c2ccccc2)n1,0.0113555405522773,0.3425036826771045,0.047,0.212,0.166,-0.166,-0.285,-0.046,0.057,-0.703,0.703,0.239,0.232,0.259,4.178999999999999
74,Cc1cc(C(=O)N2CCNC[C@H]2C)c(F)cc1F.Cl,0.0428864589789893,0.3147211951123093,0.013,0.149,0.136,-0.136,-0.283,0.012,0.031,-0.958,0.958,0.295,0.277,0.162,3.39
75,CN(c1ccc(C(F)(F)F)cc1N)C1CCCC1,0.0385132896400864,0.3075183279658809,0.015,0.149,0.135,-0.135,-0.275,0.006,0.032,-0.635,0.635,0.282,0.259,0.1639999999999999,3.548
76,CC(C)(C)c1ccc(C(=O)N2CCCCC2CNS(C)(=O)=O)cc1,0.0471493803513653,0.3402987233465652,0.014,0.16,0.147,-0.147,-0.307,0.014,0.034,-0.618,0.618,0.32,0.312,0.174,3.1210000000000004
77,O=C(Nc1ccc(F)cc1)Nc1cc(S(=O)(=O)NCC(F)(F)F)ccc1-c1cccc(C2CCCC2)c1,0.0242545526359322,0.3381672626603772,0.029,0.186,0.157,-0.157,-0.293,-0.021,0.045,-0.868,0.868,0.272,0.262,0.215,3.68
78,COc1ccc(-c2[nH]nc3c2[C@@H](c2ccc(F)cc2)C(C#N)=C(N)O3)cc1OC,0.0284072260417813,0.3119282466269596,0.022,0.163,0.142,-0.142,-0.274,-0.01,0.038,-0.49,0.49,0.264,0.25,0.185,3.784
79,COC(=O)CCCc1ccc(C(CCC(F)(F)C(F)(F)C(F)(F)F)NS(=O)(=O)c2ccc(F)cc2)s1,0.0284072260417813,0.3528669915306392,0.028,0.19,0.162,-0.162,-0.308,-0.017,0.045,-0.957,0.957,0.291,0.266,0.217,3.439
80,CCOC1CCN(c2nc3c(s2)CCCC3N)CC1,0.0600483924350202,0.2681598039157544,0.003,0.107,0.104,-0.104,-0.25,0.041,0.019,-0.473,0.473,0.291,0.244,0.111,3.437
81,CNC1CCCc2c1ccc(=O)n2Cc1cn(C)nn1,0.0319351609706441,0.3057176111792739,0.018,0.155,0.1369999999999999,-0.1369999999999999,-0.271,-0.003,0.035,-0.503,0.503,0.268,0.239,0.173,3.736
82,Cc1cc(Cl)c2nc(C(C)N)sc2c1,0.0318616623262928,0.3372117802838102,0.023,0.175,0.153,-0.153,-0.297,-0.009,0.04,-0.441,0.441,0.288,0.275,0.198,3.47
83,CCOc1ccc(NC(=O)C[NH+]2CCN(c3ccc(C(F)(F)F)c[nH+]3)CC2)cc1,0.0002204959330539,0.0915793108617322,0.03,0.076,0.046,-0.046,-0.066,-0.025,0.025,-0.394,0.394,0.041,-0.151,0.106,24.111
84,Cc1cccc(Oc2ccc(Cl)cc2C(N)=S)c1,0.0144424836150324,0.3284286922838286,0.039,0.196,0.157,-0.157,-0.277,-0.037,0.051,-0.7659999999999999,0.7659999999999999,0.24,0.225,0.235,4.162
85,CNC(c1ccc2c(c1)C(C)(C)C(=O)N2)c1ccc(C)o1,0.0478843667948784,0.3058646084679765,0.01,0.139,0.129,-0.129,-0.278,0.02,0.028,-0.662,0.662,0.298,0.263,0.149,3.357
86,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc3c(cc12)C(C)CCCN3,0.0151407207363698,0.2931493429951999,0.032,0.171,0.139,-0.139,-0.249,-0.029,0.044,-0.638,0.638,0.221,0.173,0.203,4.529
87,Cl.Nc1cccc(C(=O)Nc2ccc(NC(=O)N3CCCCCC3)cc2)c1,0.0261655173890663,0.305276619313166,0.023,0.162,0.14,-0.14,-0.267,-0.012,0.038,-0.728,0.728,0.255,0.24,0.185,3.921
88,CCCCC1NCC(C)(C(=O)OC)C(=O)N1c1ccc(-c2ccccc2C(=O)OC(C)(C)C)cc1,0.0265330106108229,0.3163381652880382,0.024,0.1689999999999999,0.145,-0.145,-0.276,-0.013,0.04,-0.795,0.795,0.263,0.233,0.193,3.802
89,CCN1CCCC(C(C)NC(C)c2ccc(C)o2)C1,0.071146687732068,0.2763916520831012,0.002,0.104,0.103,-0.103,-0.26,0.054,0.017,-0.925,0.925,0.314,0.302,0.106,3.185
90,CNCc1cccc(OC)c1OC(C)C(=O)NC(C)C,0.053249767832524,0.3046518808361798,0.008,0.134,0.126,-0.126,-0.279,0.027,0.026,-0.591,0.591,0.306,0.284,0.141,3.264
91,CCCNC1CCC(OC(C)C(=O)N(C)C)CC1,0.0813997486190758,0.3065260962671383,0.002,0.114,0.113,-0.113,-0.289,0.063,0.018,-0.962,0.962,0.352,0.339,0.116,2.842
92,Cc1ccc(-c2nc(Br)c3n2C(N)CCC3)cc1,0.0327803953806842,0.296861024534941,0.017,0.149,0.132,-0.132,-0.264,-0.0,0.033,-0.5920000000000001,0.5920000000000001,0.263,0.208,0.165,3.795
93,NCC1(Cc2ccc(F)cc2Cl)CCOC1,0.0436949440668537,0.3325813656896777,0.015,0.159,0.144,-0.144,-0.299,0.01,0.034,-0.649,0.649,0.309,0.294,0.174,3.239
94,CC.O=S(=O)(NC(F)(F)F)c1ccccc1,0.0335888804685486,0.3336838453549473,0.021,0.171,0.15,-0.15,-0.295,-0.005,0.039,-0.957,0.957,0.29,0.254,0.192,3.454
95,Fc1cnc(Cl)nc1Nc1ccccc1-c1ccccc1,0.0221230919497443,0.3345290797649873,0.031,0.187,0.156,-0.156,-0.288,-0.024,0.046,-0.573,0.573,0.264,0.235,0.218,3.784
96,CCCCNc1cc(Oc2ccccc2)ccc1C(=O)OCCc1ccccc1,0.0300609455396857,0.3181388820746452,0.021,0.165,0.144,-0.144,-0.28,-0.008,0.038,-0.662,0.662,0.272,0.257,0.187,3.678
97,COc1ccc2c(-c3cccc(OCCOCCC(N)=O)c3)nc(N)nc2c1,0.0169781868451526,0.3246435120997362,0.035,0.1889999999999999,0.154,-0.154,-0.276,-0.031,0.048,-0.609,0.609,0.245,0.23,0.2239999999999999,4.081
98,COC(=O)CCCOc1ccc(CNC(C)C)cc1OC,0.055491476485239,0.291642620785998,0.006,0.124,0.118,-0.118,-0.268,0.032,0.023,-0.547,0.547,0.301,0.28,0.13,3.325
99,O=S1(=O)CCNC(c2cn3c(F)cccc3n2)C1,0.0282969780752543,0.3308173982252462,0.024,0.176,0.151,-0.151,-0.289,-0.013,0.0409999999999999,-0.522,0.522,0.276,0.245,0.2,3.619
100,CCCCN1CCC(Nc2cnn(C)c(=O)c2Br)CC1,0.024070806025054,0.326260482275465,0.027,0.179,0.151,-0.151,-0.283,-0.019,0.043,-0.8220000000000001,0.8220000000000001,0.264,0.259,0.206,3.79
101,Nc1ncnc2c1nc(Cl)n2[C@H]1O[C@H]2COP(O)(=S)O[C@@H]2[C@@H]1O,0.0330743899580894,0.3403722219909165,0.022,0.176,0.154,-0.154,-0.3,-0.0069999999999999,0.04,-0.478,0.478,0.293,0.266,0.198,3.4160000000000004
102,Fc1ccc(CNc2c3c(nc4ccccc24)CCC2(CCCC2)C3)cc1,0.0230785743263113,0.3206010866604141,0.0279999999999999,0.176,0.149,-0.149,-0.278,-0.02,0.043,-0.392,0.392,0.258,0.233,0.204,3.878
103,C/C=C\C(=O)N1C(=O)c2cccc(N)c2C1=O,0.0084155947782249,0.3621645700410801,0.057,0.2339999999999999,0.177,-0.177,-0.297,-0.057,0.065,-0.639,0.639,0.241,0.201,0.29,4.157
104,CCOC(=O)C1=C(NC(=S)NC(=O)c2ccccc2)c2ccccc2CC1(C)C,0.0135604998828166,0.3396739848695791,0.043,0.206,0.163,-0.163,-0.285,-0.0409999999999999,0.054,-0.931,0.931,0.244,0.235,0.248,4.091
105,CC(C)c1nc(C(C)Cc2ccc(N)cc2)nn1C,0.05666745479486,0.2788171073466944,0.005,0.1159999999999999,0.111,-0.111,-0.258,0.036,0.021,-0.612,0.612,0.293,0.242,0.121,3.408
106,COc1cc(C)cc(C)c1C(N)C1CC2CCC1C2,0.0578434331044809,0.2953910516479148,0.006,0.125,0.119,-0.119,-0.272,0.035,0.023,-0.575,0.575,0.307,0.288,0.13,3.254
107,CC1CCCN(C(=O)COc2ccc(N)cc2)C1,0.0499790781588907,0.2727534691877113,0.006,0.118,0.111,-0.111,-0.25,0.0279999999999999,0.022,-0.614,0.614,0.278,0.2239999999999999,0.124,3.595
108,CNC1CCN(CCc2cccc(F)c2)CC1,0.0476638708618245,0.3143904512127285,0.011,0.144,0.133,-0.133,-0.285,0.018,0.0289999999999999,-0.973,0.973,0.303,0.2769999999999999,0.155,3.295
109,CCCn1c(=O)ccc2cc(CNS(=O)(=O)c3ccccc3)ccc21,0.0173089307447335,0.3368810363842293,0.037,0.196,0.16,-0.16,-0.287,-0.033,0.05,-0.591,0.591,0.253,0.225,0.233,3.945
110,CCCCC(N)C(=O)NN(C)C,0.0772838245354024,0.3218873129365621,0.003,0.125,0.122,-0.122,-0.301,0.0559999999999999,0.021,-0.8490000000000001,0.8490000000000001,0.357,0.344,0.128,2.799
111,CN(Cc1cccc(C(N)=NO)c1)C(=O)CC(C)(C)C,0.0341033709790078,0.3182858793633478,0.018,0.161,0.142,-0.142,-0.282,-0.002,0.036,-0.701,0.701,0.28,0.255,0.179,3.567
112,C=CC(=O)N[C@@H]1CCN(c2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)ncc2Cl)C1,0.0228213290710817,0.2744806873299672,0.021,0.147,0.126,-0.126,-0.24,-0.012,0.035,-0.984,0.984,0.228,0.188,0.168,4.39
113,COc1ccc(OCc2ccc(F)cc2C#CCN)cc1,0.0248425417907427,0.3039168943926668,0.023,0.163,0.14,-0.14,-0.265,-0.0139999999999999,0.039,-0.97,0.97,0.251,0.216,0.186,3.979
114,COc1ccc2cc(-c3cncc4[nH]nc(N)c34)ccc2c1,0.0181541651547735,0.3094660420411906,0.031,0.177,0.146,-0.146,-0.265,-0.026,0.044,-0.506,0.506,0.239,0.221,0.208,4.188
115,CC1CC(NCCCn2cnc3ccccc32)CCO1,0.0420779738911249,0.3224753020913725,0.0139999999999999,0.155,0.14,-0.14,-0.29,0.009,0.033,-0.423,0.423,0.299,0.293,0.1689999999999999,3.347
116,COc1ccccc1N(CCNS(=O)(=O)c1cc(C)ccc1C)C(C)=O,0.0272312477321603,0.3181756313968209,0.024,0.1689999999999999,0.145,-0.145,-0.278,-0.013,0.04,-0.984,0.984,0.266,0.243,0.192,3.763
