,smiles,Dissocation energy (nucleofuge),Dissociation energy (electrofuge),Electroaccepting power(w+),Electrodonating power (w-),Electronegativity (chi=-mu),Electronic chemical potential (mu),Electronic chemical potential (mu+),Electronic chemical potential (mu-),Electrophilicity index (w=omega),Global Dual Descriptor Deltaf+,Global Dual Descriptor Deltaf-,Hardness (eta),Hyperhardness (gamma),Net Electrophilicity,Softness (S)
32,COc1c(C)c(C(C)(C)N)cc(C)c1O,0.0617388612551003,0.2931125936730242,0.005,0.12,0.116,-0.116,-0.272,0.04,0.021,-0.606,0.606,0.312,0.291,0.125,3.2060000000000004
33,CC(C)CN(c1ccccc1CNC(C)C)C1CCCC1,0.0507140646024038,0.2816100558320442,0.0069999999999999,0.122,0.115,-0.115,-0.258,0.027,0.023,-0.8190000000000001,0.8190000000000001,0.286,0.245,0.129,3.5010000000000003
34,CC(C)CN(c1ccccc1CNC(C)C)C1CCCC1,0.0530292718994701,0.2747746819073724,0.006,0.116,0.111,-0.111,-0.253,0.031,0.022,-0.789,0.789,0.285,0.25,0.122,3.513
35,CCOC(=O)N1CC[C@H](Nc2ccc(NC(=O)c3nc(-c4ccccc4OC(F)(F)F)oc3C(F)(F)F)cc2)C1,0.0076438590125362,0.3124794864595944,0.048,0.201,0.152,-0.152,-0.257,-0.048,0.056,-0.961,0.961,0.209,0.154,0.249,4.788
36,CCOC(=O)N1CC[C@H](Nc2ccc(NC(=O)c3nc(-c4ccccc4OC(F)(F)F)oc3C(F)(F)F)cc2)C1,0.0072028671464283,0.3160809200328086,0.05,0.204,0.154,-0.154,-0.259,-0.05,0.057,-0.962,0.962,0.209,0.155,0.254,4.777
37,CCOC(=O)N1CC[C@H](Nc2ccc(NC(=O)c3nc(-c4ccccc4OC(F)(F)F)oc3C(F)(F)F)cc2)C1,0.0074233630794823,0.3108257669616899,0.048,0.2,0.152,-0.152,-0.255,-0.048,0.056,-0.962,0.962,0.207,0.153,0.248,4.828
38,Cc1cc(SCC(O)(CN)c2ccccc2)n(C)n1,0.0474433749287705,0.3131777235809318,0.011,0.144,0.133,-0.133,-0.284,0.018,0.029,-0.616,0.616,0.302,0.283,0.155,3.309
39,Cc1cc(SCC(O)(CN)c2ccccc2)n(C)n1,0.0472963776400679,0.3332796028110151,0.013,0.156,0.143,-0.143,-0.301,0.015,0.032,-0.858,0.858,0.316,0.303,0.1689999999999999,3.1660000000000004
40,Cc1cc(N(CCC(N)=S)c2ccccc2)ncn1,0.0267167572217011,0.3143537018905528,0.023,0.1669999999999999,0.144,-0.144,-0.275,-0.013,0.039,-0.919,0.919,0.262,0.242,0.191,3.814
41,CN(Cc1cccc(Cl)c1F)CC1CCCNC1,0.0371535647195872,0.3097600366185959,0.016,0.152,0.136,-0.136,-0.277,0.004,0.033,-0.985,0.985,0.281,0.271,0.1669999999999999,3.562
42,CN(Cc1cccc(Cl)c1F)CC1CCCNC1,0.0382927937070325,0.3118547479826082,0.015,0.152,0.1369999999999999,-0.1369999999999999,-0.279,0.005,0.033,-0.97,0.97,0.284,0.271,0.1669999999999999,3.516
43,CCC(NC)C(=O)N(C)N=[N+]=[N-],0.034617861489467,0.3318831285683402,0.02,0.1689999999999999,0.149,-0.149,-0.294,-0.003,0.038,-0.805,0.805,0.29,0.282,0.188,3.443
44,CCN[C@H](C)CNC(=O)CNC(=O)CCC(C)C.Cl,0.0558589697069955,0.315713426811052,0.008,0.138,0.13,-0.13,-0.289,0.029,0.026,-0.973,0.973,0.319,0.29,0.146,3.139
45,Nc1ccc(OCCN2CCCC2)cc1C[C@@H]1CCN(CCOc2ccc(NC(=O)Nc3ccc(Oc4ccncc4)cc3)cc2)C1,0.0370800660752358,0.2891069175558778,0.013,0.139,0.126,-0.126,-0.259,0.0069999999999999,0.03,-0.903,0.903,0.267,0.265,0.152,3.75
46,CCCCCCCC/C=C/CCCC1CCCC(C)N1,0.0721389194308107,0.2986984906437238,0.003,0.116,0.113,-0.113,-0.279,0.053,0.019,-0.984,0.984,0.332,0.309,0.119,3.01
47,CN1CCN(CCNc2cncc3nnnn23)CC1,0.0170884348116795,0.3191678630955636,0.034,0.185,0.151,-0.151,-0.272,-0.03,0.047,-0.995,0.995,0.242,0.224,0.219,4.132
48,CN(C)CCCN(C)c1ccc(N)cc1Br,0.0444299305103668,0.2819040504094494,0.009,0.128,0.119,-0.119,-0.256,0.019,0.026,-0.675,0.675,0.275,0.25,0.1369999999999999,3.635
49,CN(C)CCCN(C)c1ccc(N)cc1Br,0.0451281676317043,0.2786701100579918,0.008,0.125,0.117,-0.117,-0.254,0.02,0.025,-0.693,0.693,0.274,0.245,0.134,3.649
50,CN(C)CCCN(C)c1ccc(N)cc1Br,0.045054668987353,0.2862037211040011,0.009,0.13,0.121,-0.121,-0.26,0.019,0.026,-0.679,0.679,0.279,0.256,0.139,3.582
51,C#CC(C)N1CCNC(CC)(CC)C1,0.0809587567529679,0.2952440543592122,0.001,0.108,0.107,-0.107,-0.278,0.064,0.017,-0.83,0.83,0.343,0.335,0.11,2.918
52,C#CC(C)N1CCNC(CC)(CC)C1,0.0792315386107121,0.2848807455056775,0.001,0.104,0.103,-0.103,-0.269,0.063,0.016,-0.867,0.867,0.332,0.315,0.105,3.009
53,CC(=O)/C=C(/C)O[C@@H]1NCc2cc(C)ccc2-c2c3ccc4ccccc4c3cc[n+]21,0.0034544362845115,0.1045518215897384,0.014,0.065,0.051,-0.051,-0.087,-0.014,0.017,-0.949,0.949,0.073,-0.107,0.079,13.692
54,CC(=O)/C=C(/C)O[C@@H]1NCc2cc(C)ccc2-c2c3ccc4ccccc4c3cc[n+]21,0.0008084850878644,0.1017956224265643,0.021,0.071,0.05,-0.05,-0.081,-0.02,0.021,-0.977,0.977,0.06,-0.124,0.092,16.589000000000002
55,COc1ccc(N)c(OC)c1COc1cccc2cc(N=[N+]=[N-])c(C)nc12,0.0168311895564499,0.2957952941918469,0.03,0.17,0.139,-0.139,-0.253,-0.026,0.043,-0.989,0.989,0.227,0.215,0.2,4.408
56,C[n+]1[nH]c2nc1N=C1N=C(NC3=NC(=NC4=NC(=N2)c2ccccc24)c2cc(C(C)(C)C)ccc23)c2ccccc21,0.0093343278326163,0.2086259019911932,0.107,0.207,0.1,-0.1,-0.132,-0.067,0.077,-0.388,0.388,0.065,-0.077,0.314,15.414
57,C[n+]1[nH]c2nc1N=C1N=C(NC3=NC(=NC4=NC(=N2)c2ccccc24)c2cc(C(C)(C)C)ccc23)c2ccccc21,0.009260829188265,0.2083686567359638,0.107,0.207,0.1,-0.1,-0.132,-0.067,0.076,-0.388,0.388,0.065,-0.077,0.314,15.413
58,C[n+]1[nH]c2nc1N=C1N=C(NC3=NC(=NC4=NC(=N2)c2ccccc24)c2cc(C(C)(C)C)ccc23)c2ccccc21,0.009260829188265,0.2083319074137881,0.107,0.207,0.1,-0.1,-0.132,-0.067,0.076,-0.388,0.388,0.065,-0.077,0.314,15.419
59,C[n+]1[nH]c2nc1N=C1N=C(NC3=NC(=NC4=NC(=N2)c2ccccc24)c2cc(C(C)(C)C)ccc23)c2ccccc21,0.009260829188265,0.2083686567359638,0.107,0.207,0.1,-0.1,-0.132,-0.067,0.076,-0.387,0.387,0.065,-0.077,0.314,15.409
60,C[n+]1[nH]c2nc1N=C1N=C(NC3=NC(=NC4=NC(=N2)c2ccccc24)c2cc(C(C)(C)C)ccc23)c2ccccc21,0.009260829188265,0.2083319074137881,0.107,0.207,0.1,-0.1,-0.132,-0.067,0.076,-0.389,0.389,0.065,-0.077,0.314,15.416
61,C[n+]1[nH]c2nc1N=C1N=C(NC3=NC(=NC4=NC(=N2)c2ccccc24)c2cc(C(C)(C)C)ccc23)c2ccccc21,0.0094078264769676,0.2087361499577204,0.108,0.207,0.1,-0.1,-0.132,-0.067,0.077,-0.388,0.388,0.065,-0.077,0.315,15.439
62,C[n+]1[nH]c2nc1N=C1N=C(NC3=NC(=NC4=NC(=N2)c2ccccc24)c2cc(C(C)(C)C)ccc23)c2ccccc21,0.009371077154792,0.2086259019911932,0.107,0.207,0.1,-0.1,-0.132,-0.067,0.077,-0.387,0.387,0.065,-0.077,0.314,15.431
63,C[n+]1[nH]c2nc1N=C1N=C(NC3=NC(=NC4=NC(=N2)c2ccccc24)c2cc(C(C)(C)C)ccc23)c2ccccc21,0.0092975785104407,0.2085156540246664,0.107,0.207,0.1,-0.1,-0.132,-0.067,0.076,-0.387,0.387,0.065,-0.077,0.314,15.416
64,O=C(NCc1ccc(Cl)cc1)c1cc(NCc2ccc3c(c2)OCO3)ncn1,0.0291422124852944,0.3258562397315328,0.023,0.171,0.148,-0.148,-0.286,-0.011,0.04,-0.905,0.905,0.275,0.251,0.194,3.637
65,O=C(NCc1ccc(Cl)cc1)c1cc(NCc2ccc3c(c2)OCO3)ncn1,0.0213513561840555,0.3175508929198348,0.029,0.177,0.148,-0.148,-0.274,-0.022,0.044,-0.957,0.957,0.252,0.223,0.206,3.972
66,N#C/C(=C/NCCCN1CCCC1=O)C(=O)NCc1ccc2c(c1)OCO2,0.0284072260417813,0.3084003116980967,0.021,0.161,0.14,-0.14,-0.271,-0.009,0.037,-0.956,0.956,0.262,0.239,0.182,3.817
67,CN1CCN(CCNc2cncc3nnnn23)CC1,0.0166474429455717,0.3206745853047655,0.035,0.187,0.152,-0.152,-0.273,-0.031,0.048,-0.991,0.991,0.242,0.22,0.221,4.136
68,Nc1ccc(OCCN2CCCC2)cc1C[C@@H]1CCN(CCOc2ccc(NC(=O)Nc3ccc(Oc4ccncc4)cc3)cc2)C1,0.0292157111296457,0.2799195870119641,0.017,0.142,0.125,-0.125,-0.248,-0.003,0.032,-0.997,0.997,0.245,0.218,0.159,4.081
69,CN1CCN(CCNc2cncc3nnnn23)CC1,0.0168311895564499,0.3268852207524511,0.036,0.191,0.155,-0.155,-0.278,-0.032,0.049,-0.991,0.991,0.246,0.223,0.226,4.064
70,COc1cc(Cl)c(C)cc1Nc1cc(C(=O)N(C)c2ccccc2)ccn1,0.0241075553472296,0.3014546898068979,0.024,0.162,0.139,-0.139,-0.263,-0.015,0.039,-0.779,0.779,0.248,0.218,0.186,4.032
71,CCCCC(O)C(CN)c1cc(F)cc(F)c1,0.0541685008869154,0.3362195485850675,0.01,0.151,0.141,-0.141,-0.306,0.024,0.03,-0.593,0.593,0.33,0.326,0.162,3.029
72,Cc1nsc2ncnc(NC3(CCl)CCCC3)c12,0.0281867301087273,0.3364400445181214,0.025,0.179,0.154,-0.154,-0.294,-0.014,0.042,-0.546,0.546,0.28,0.247,0.205,3.576
73,C[NH+](C)CCS/C(Cc1ccccc1)=N/OS(=O)(=O)O,0.0126417668284253,0.0247322938242158,0.0,0.006,0.006,-0.006,-0.024,0.012,0.001,-0.344,0.344,0.036,-0.232,0.0069999999999999,27.503
74,CCNC(=NCC1CCCO1)N(C)Cc1ccc(C(F)(F)F)cc1.I,0.0213881055062312,0.2925246045182137,0.025,0.16,0.136,-0.136,-0.254,-0.018,0.039,-0.633,0.633,0.236,0.196,0.185,4.2360000000000015
75,CCNC(=NCC1CCCO1)N(C)Cc1ccc(C(F)(F)F)cc1.I,0.0323394035145763,0.31784488749724,0.02,0.162,0.143,-0.143,-0.281,-0.005,0.037,-0.949,0.949,0.276,0.247,0.182,3.617
76,CCNC(=NCC1CCCO1)N(C)Cc1ccc(C(F)(F)F)cc1.I,0.0310164279162528,0.3270322180411537,0.022,0.17,0.148,-0.148,-0.288,-0.008,0.039,-0.921,0.921,0.28,0.274,0.192,3.575
77,CNC(CCN1CCOCC1(C)C)C(=O)OC,0.0718081755312298,0.2900623999324448,0.002,0.111,0.109,-0.109,-0.272,0.054,0.018,-0.958,0.958,0.325,0.295,0.114,3.074
78,CNC(CCN1CCOCC1(C)C)C(=O)OC,0.0661487799161789,0.2884086804345404,0.003,0.114,0.111,-0.111,-0.269,0.047,0.02,-0.944,0.944,0.315,0.284,0.118,3.17
79,CCN(CCOC)c1cc(C(N)=NO)ccn1,0.0268637545104038,0.2985882426771968,0.021,0.157,0.136,-0.136,-0.262,-0.01,0.037,-0.618,0.618,0.252,0.222,0.178,3.963
80,CCN(CCOC)c1cc(C(N)=NO)ccn1,0.0265330106108229,0.3014546898068979,0.022,0.159,0.1369999999999999,-0.1369999999999999,-0.264,-0.011,0.037,-0.635,0.635,0.253,0.226,0.181,3.945
81,CC(CN)N(C)C(=O)c1ccc2c(c1)C(=O)N(C1CCCCC1)C2=O.Cl,0.0078643549455901,0.3830749343590276,0.062,0.25,0.188,-0.188,-0.313,-0.062,0.07,-0.963,0.963,0.25,0.237,0.312,3.994
82,CC(CN)N(C)C(=O)c1ccc2c(c1)C(=O)N(C1CCCCC1)C2=O.Cl,0.0105838047865886,0.3854268909782696,0.057,0.244,0.187,-0.187,-0.318,-0.056,0.067,-0.925,0.925,0.262,0.249,0.301,3.818
83,CC(CN)N(C)C(=O)c1ccc2c(c1)C(=O)N(C1CCCCC1)C2=O.Cl,0.0063943820585639,0.3851328964008643,0.067,0.256,0.189,-0.189,-0.312,-0.067,0.073,-0.972,0.972,0.245,0.235,0.3229999999999999,4.074
84,Cc1ccc(C(=O)Nc2cc(N3CCN(C)CC3)cc(C(F)(F)F)c2)cc1Oc1ncnc2c1OCC(C)(C)N2,0.0222700892384469,0.3171466503759026,0.028,0.175,0.147,-0.147,-0.274,-0.021,0.043,-0.8390000000000001,0.8390000000000001,0.254,0.243,0.203,3.941
85,Cc1ccc(C(=O)Nc2cc(N3CCN(C)CC3)cc(C(F)(F)F)c2)cc1Oc1ncnc2c1OCC(C)(C)N2,0.0242913019581079,0.3159706720662816,0.026,0.172,0.146,-0.146,-0.275,-0.017,0.041,-0.8240000000000001,0.8240000000000001,0.258,0.25,0.197,3.88
86,Cc1ccc(C(=O)Nc2cc(N3CCN(C)CC3)cc(C(F)(F)F)c2)cc1Oc1ncnc2c1OCC(C)(C)N2,0.0262390160334176,0.3129204783257023,0.024,0.1669999999999999,0.143,-0.143,-0.273,-0.013,0.039,-0.812,0.812,0.26,0.252,0.19,3.843
87,Cc1ccc(C(=O)Nc2cc(N3CCN(C)CC3)cc(C(F)(F)F)c2)cc1Oc1ncnc2c1OCC(C)(C)N2,0.0274149943430386,0.3056073632127469,0.022,0.161,0.139,-0.139,-0.268,-0.01,0.037,-0.74,0.74,0.258,0.24,0.182,3.875
88,CCCC(C)C(N)CCC(C)(C)OC,0.0847439369370604,0.3202335934386576,0.002,0.12,0.118,-0.118,-0.301,0.066,0.019,-0.8909999999999999,0.8909999999999999,0.3670000000000001,0.348,0.121,2.7230000000000003
89,Nc1c(Cl)cccc1-c1nc2cnccc2s1,0.0105470554644129,0.336807537739878,0.047,0.21,0.163,-0.163,-0.28,-0.046,0.057,-0.648,0.648,0.233,0.203,0.257,4.2860000000000005
90,COc1ccc(/C=C\c2cc(OC)c3c(c2)OCO3)cc1NC(=O)[C@@H]([NH3+])Cc1ccc(O)cc1.[Cl-],0.0157287098911803,0.2942885719826451,0.031,0.171,0.139,-0.139,-0.251,-0.028,0.043,-0.495,0.495,0.223,0.189,0.202,4.484
91,COc1ccc(/C=C\c2cc(OC)c3c(c2)OCO3)cc1NC(=O)[C@@H]([NH3+])Cc1ccc(O)cc1.[Cl-],0.0188156529539353,0.2831902766855974,0.026,0.158,0.132,-0.132,-0.244,-0.02,0.039,-0.48,0.48,0.224,0.193,0.184,4.464
92,COc1cc(Cl)c(C)cc1Nc1cc(C(=O)N(C)c2ccccc2)ccn1,0.0288482179078891,0.2988087386102508,0.02,0.155,0.135,-0.135,-0.263,-0.0069999999999999,0.035,-0.768,0.768,0.257,0.224,0.174,3.896
93,N#C/C(=C/NCCCN1CCCC1=O)C(=O)NCc1ccc2c(c1)OCO2,0.0285909726526595,0.3105685217064604,0.021,0.162,0.141,-0.141,-0.273,-0.009,0.038,-0.952,0.952,0.264,0.242,0.184,3.791
94,CCN[C@H](C)CNC(=O)CNC(=O)CCC(C)C.Cl,0.0619226078659786,0.3126632330704726,0.006,0.131,0.125,-0.125,-0.289,0.038,0.024,-0.95,0.95,0.326,0.287,0.1369999999999999,3.063
95,C[C@H]1C[C@H](C)CN(C(=O)COC(=O)c2ccc(CNS(=O)(=O)c3ccc4ccccc4c3)cc2)C1,0.0174559280334361,0.35683591832561,0.04,0.21,0.17,-0.17,-0.303,-0.037,0.054,-0.346,0.346,0.266,0.262,0.25,3.759
96,C=CCCCN(C)C(=NC)NCCCC(C)(C)C.I,0.0709629411211898,0.3027409160830458,0.003,0.119,0.116,-0.116,-0.283,0.051,0.02,-0.7859999999999999,0.7859999999999999,0.333,0.314,0.122,2.999
97,O=C1NCc2c(-c3ccc(F)cc3)nc(NCCCO)nc2N1c1c(F)cccc1F,0.0202488765187859,0.3379835160494989,0.033,0.192,0.159,-0.159,-0.29,-0.028,0.048,-0.672,0.672,0.262,0.233,0.226,3.819
98,O=C1NCc2c(-c3ccc(F)cc3)nc(NCCCO)nc2N1c1c(F)cccc1F,0.0227110811045547,0.3346393277315143,0.03,0.186,0.156,-0.156,-0.289,-0.023,0.046,-0.667,0.667,0.266,0.235,0.216,3.761
99,O=C1NCc2c(-c3ccc(F)cc3)nc(NCCCO)nc2N1c1c(F)cccc1F,0.0206898683848937,0.3374690255390398,0.033,0.191,0.158,-0.158,-0.29,-0.027,0.048,-0.684,0.684,0.263,0.233,0.224,3.807
100,NC1(C(=O)ON2C(=O)CCC2=O)CCCCC1,0.0493543396819046,0.3584161391791631,0.015,0.1689999999999999,0.155,-0.155,-0.3229999999999999,0.014,0.035,-0.958,0.958,0.337,0.309,0.184,2.968
101,NC1(C(=O)ON2C(=O)CCC2=O)CCCCC1,0.0478843667948784,0.3499270457565868,0.014,0.165,0.151,-0.151,-0.315,0.013,0.035,-0.942,0.942,0.328,0.292,0.18,3.0460000000000003
102,CC(CC(=O)NC1CCN(C(=O)CCc2ccccc2)CC1)C1CCNCC1.Cl,0.0468186364517844,0.3132144729031075,0.011,0.144,0.133,-0.133,-0.284,0.017,0.029,-1.0,1.0,0.301,0.268,0.155,3.321
103,CC(CC(=O)NC1CCN(C(=O)CCc2ccccc2)CC1)C1CCNCC1.Cl,0.0504200700249986,0.3120017452713109,0.01,0.14,0.131,-0.131,-0.284,0.023,0.028,-1.0,1.0,0.307,0.277,0.15,3.261
104,CC(CC(=O)NC1CCN(C(=O)CCc2ccccc2)CC1)C1CCNCC1.Cl,0.0494645876484316,0.3111932601834464,0.01,0.141,0.131,-0.131,-0.283,0.021,0.028,-1.0,1.0,0.304,0.28,0.151,3.286
105,CC(C)(C)OC(=O)[C@H](CCS(C)(=O)=O)Nc1ccc(/C=C(/Cn2ccnc2)c2ccc(F)cc2)cc1-c1ccc(F)cc1,0.0225273344936765,0.311340257472149,0.027,0.171,0.144,-0.144,-0.27,-0.019,0.042,-0.511,0.511,0.251,0.227,0.198,3.989
106,CC(C)(C)OC(=O)[C@H](CCS(C)(=O)=O)Nc1ccc(/C=C(/Cn2ccnc2)c2ccc(F)cc2)cc1-c1ccc(F)cc1,0.0216821000836364,0.3261134849867624,0.03,0.182,0.152,-0.152,-0.281,-0.023,0.045,-0.544,0.544,0.258,0.246,0.212,3.876
107,CCCCC1NC(CCC)N(C(C)CC(C)C)C1=O,0.0836414572717907,0.3118547479826082,0.002,0.116,0.114,-0.114,-0.294,0.066,0.018,-0.898,0.898,0.359,0.347,0.117,2.783
108,CCCCC1NC(CCC)N(C(C)CC(C)C)C1=O,0.0793050372550634,0.3113770067943248,0.002,0.118,0.116,-0.116,-0.292,0.06,0.019,-0.833,0.833,0.353,0.34,0.12,2.837
109,CCCNC(=S)N1CCC2(CCC2)C1,0.0631720848199509,0.281940799731625,0.004,0.113,0.109,-0.109,-0.262,0.044,0.02,-0.802,0.802,0.306,0.294,0.116,3.268
