,smiles,Dissocation energy (nucleofuge),Dissociation energy (electrofuge),Electroaccepting power(w+),Electrodonating power (w-),Electronegativity (chi=-mu),Electronic chemical potential (mu),Electronic chemical potential (mu+),Electronic chemical potential (mu-),Electrophilicity index (w=omega),Global Dual Descriptor Deltaf+,Global Dual Descriptor Deltaf-,Hardness (eta),Hyperhardness (gamma),Net Electrophilicity,Softness (S)
1032,COC[C@@H](c1ccccc1)N(C(=O)C1CCC(C)CC1)c1ccc(Oc2ncccc2C(F)(F)F)cc1C(=O)O,0.0189993995648136,0.3547412069615977,0.038,0.206,0.168,-0.168,-0.302,-0.033,0.052,-0.951,0.951,0.2689999999999999,0.264,0.243,3.718
1033,O=C(O)c1cc(-[n+]2nc3nonc3[nH]2)ccc1[O-],0.0089300852886841,0.453449886325407,0.1939999999999999,0.416,0.222,-0.222,-0.306,-0.138,0.147,-0.442,0.442,0.168,0.1169999999999999,0.611,5.97
1034,O=C(O)c1cc(-[n+]2nc3nonc3[nH]2)ccc1[O-],0.0089668346108598,0.4535233849697583,0.1939999999999999,0.417,0.222,-0.222,-0.306,-0.139,0.148,-0.44,0.44,0.1669999999999999,0.1169999999999999,0.611,5.972
1035,Cc1ccc(C(=O)NCC(=O)O)cc1F,0.033441883179846,0.3650677664929566,0.025,0.191,0.166,-0.166,-0.321,-0.011,0.044,-0.483,0.483,0.31,0.302,0.216,3.229
1036,Cc1ccc(C(=O)NCC(=O)O)cc1F,0.0308326813053745,0.3621645700410801,0.027,0.193,0.166,-0.166,-0.317,-0.015,0.045,-0.517,0.517,0.302,0.286,0.2189999999999999,3.309
1037,O=C(NC[C@H](O)C(=O)O)c1cc2ccccc2c(=O)[nH]1,0.00617388612551,0.3698819276979674,0.064,0.246,0.182,-0.182,-0.3,-0.064,0.07,-0.507,0.507,0.236,0.1889999999999999,0.31,4.2410000000000005
1038,O=C(NC[C@H](O)C(=O)O)c1cc2ccccc2c(=O)[nH]1,0.007129368502077,0.3717561431289259,0.062,0.244,0.182,-0.182,-0.303,-0.062,0.069,-0.482,0.482,0.241,0.1939999999999999,0.306,4.151
1039,Cc1ccccc1Cn1cc(NC(=O)c2cn(C)nc2C(=O)O)cn1,0.025136536368148,0.321262574459576,0.026,0.174,0.148,-0.148,-0.28,-0.017,0.042,-0.858,0.858,0.263,0.237,0.2,3.801
1040,Cc1cccc(N2CCN([C@@H](C(=O)O)c3ccc(-n4cccn4)cc3)CC2)n1,0.0212043588953529,0.3036963984596128,0.027,0.168,0.141,-0.141,-0.263,-0.02,0.0409999999999999,-0.993,0.993,0.243,0.209,0.195,4.12
1041,Cc1ccccc1Cn1cc(NC(=O)c2cn(C)nc2C(=O)O)cn1,0.0250997870459723,0.321262574459576,0.026,0.174,0.148,-0.148,-0.28,-0.017,0.042,-0.8590000000000001,0.8590000000000001,0.263,0.237,0.2,3.803
1042,Cc1ccccc1Cn1cc(NC(=O)c2cn(C)nc2C(=O)O)cn1,0.0223435878827982,0.3146844457901337,0.027,0.174,0.146,-0.146,-0.272,-0.02,0.042,-0.8859999999999999,0.8859999999999999,0.252,0.221,0.201,3.963
1043,O=C(O)CC(NC(=O)NC1CCOCC1)C1CC1,0.0632823327864779,0.3315523846687593,0.0069999999999999,0.141,0.134,-0.134,-0.305,0.037,0.026,-0.977,0.977,0.342,0.326,0.148,2.922
1044,O=C(O)CC(NC(=O)NC1CCOCC1)C1CC1,0.0685742351797722,0.3288696841499365,0.005,0.135,0.13,-0.13,-0.305,0.044,0.024,-0.943,0.943,0.349,0.3379999999999999,0.141,2.866
1045,O=C(O)CC(NC(=O)NC1CCOCC1)C1CC1,0.0716979275647028,0.3369177857064049,0.005,0.138,0.133,-0.133,-0.312,0.047,0.024,-0.836,0.836,0.36,0.349,0.143,2.78
1046,CCC(C)(CNC(=O)c1cnccn1)C(=O)O,0.0208368656735963,0.378775263664476,0.04,0.218,0.179,-0.179,-0.3229999999999999,-0.035,0.055,-0.6859999999999999,0.6859999999999999,0.289,0.281,0.258,3.464
1047,CCC(C)(CNC(=O)c1cnccn1)C(=O)O,0.0171251841338552,0.3930340006686301,0.047,0.235,0.188,-0.188,-0.332,-0.044,0.062,-0.816,0.816,0.287,0.284,0.282,3.482
1048,C=CCCC(NC(=O)CCc1ccsc1)C(=O)O,0.0471493803513653,0.3458111216729135,0.0139999999999999,0.1639999999999999,0.149,-0.149,-0.311,0.013,0.034,-0.3720000000000001,0.3720000000000001,0.324,0.313,0.178,3.085
1049,C=CCCC(NC(=O)CCc1ccsc1)C(=O)O,0.0517430456233222,0.333610346710596,0.011,0.152,0.141,-0.141,-0.303,0.021,0.031,-0.381,0.381,0.324,0.312,0.163,3.0860000000000003
1050,Cc1ccccc1OCc1cccc(C(=O)O)c1,0.022784579748906,0.3358520553633109,0.03,0.187,0.157,-0.157,-0.29,-0.023,0.046,-0.983,0.983,0.267,0.238,0.217,3.748
1051,Cc1cccc(N2CCN([C@@H](C(=O)O)c3ccc(-n4cccn4)cc3)CC2)n1,0.02300507568196,0.3089883008529071,0.026,0.1689999999999999,0.143,-0.143,-0.268,-0.018,0.0409999999999999,-0.994,0.994,0.25,0.217,0.195,3.995
1052,Cc1cccc(N2CCN([C@@H](C(=O)O)c3ccc(-n4cccn4)cc3)CC2)n1,0.026202266711242,0.3174406449533078,0.024,0.17,0.146,-0.146,-0.2769999999999999,-0.0139999999999999,0.04,-0.992,0.992,0.263,0.243,0.1939999999999999,3.802
1053,Cc1ccccc1Cn1cc(NC(=O)c2cn(C)nc2C(=O)O)cn1,0.0250630377237967,0.3214830703926298,0.026,0.174,0.148,-0.148,-0.28,-0.017,0.042,-0.861,0.861,0.263,0.235,0.2,3.802
1054,O=C(O)CCc1ccc(Cc2c(O)c3ccccc3oc2=O)cc1,0.0149569741254915,0.3504047869448704,0.042,0.21,0.168,-0.168,-0.295,-0.04,0.055,-0.655,0.655,0.255,0.24,0.252,3.92
1055,Cc1coc(CC(=O)O)c1C(=O)N1CCC=C(F)C1,0.0555649751295903,0.3196456042838471,0.008,0.14,0.132,-0.132,-0.292,0.028,0.027,-0.52,0.52,0.321,0.298,0.149,3.116
1056,COC(=O)N[C@H](C[C@@H](Cc1ccc(-c2cc(Cl)ccc2F)cc1)NC(=O)c1cc(C(C)=O)n[nH]1)C(=O)O,0.0236298141589461,0.3488980647356685,0.031,0.194,0.163,-0.163,-0.301,-0.024,0.048,-0.505,0.505,0.277,0.257,0.226,3.61
1057,COC(=O)N[C@H](C[C@@H](Cc1ccc(-c2cc(Cl)ccc2F)cc1)NC(=O)c1cc(C(C)=O)n[nH]1)C(=O)O,0.0065413793472665,0.3679342136226577,0.063,0.243,0.181,-0.181,-0.299,-0.063,0.069,-0.989,0.989,0.236,0.231,0.306,4.232
1058,CC(C)(C)OCCC(NC(=O)c1cc2ccccc2o1)C(=O)O,0.021939345338866,0.3478323343925745,0.033,0.196,0.163,-0.163,-0.299,-0.027,0.049,-0.387,0.387,0.272,0.255,0.229,3.673
1059,CC(C)(C)OCCC(NC(=O)c1cc2ccccc2o1)C(=O)O,0.0115392871631556,0.3779667785766116,0.053,0.237,0.183,-0.183,-0.314,-0.053,0.064,-0.5529999999999999,0.5529999999999999,0.261,0.251,0.29,3.835
1060,CC(C)C[C@H](NC(=O)Cn1nc(-c2ccccc2F)ccc1=O)C(=O)O,0.0146997288702619,0.3514705172879644,0.043,0.211,0.168,-0.168,-0.296,-0.041,0.056,-0.563,0.563,0.255,0.224,0.254,3.921
1061,CC(C)C[C@H](NC(=O)Cn1nc(-c2ccccc2F)ccc1=O)C(=O)O,0.0110982952970478,0.3546309589950707,0.05,0.221,0.172,-0.172,-0.295,-0.049,0.06,-0.5589999999999999,0.5589999999999999,0.246,0.214,0.271,4.072
1062,CC(C)C[C@H](NC(=O)Cn1nc(-c2ccccc2F)ccc1=O)C(=O)O,0.0104735568200616,0.3647002732712001,0.053,0.23,0.177,-0.177,-0.302,-0.052,0.063,-0.546,0.546,0.249,0.226,0.283,4.01
1063,Cc1cccc2c(C(C)(C)C)c(C(=O)O)ccc12,0.018852402276111,0.326260482275465,0.033,0.187,0.154,-0.154,-0.279,-0.028,0.047,-0.363,0.363,0.251,0.217,0.22,3.985
1064,O=C(O)c1ccc(C(=O)N[C@@H]2CCC[C@@H]3OCC[C@H]32)o1,0.0159859551464099,0.3708006607523589,0.045,0.222,0.177,-0.177,-0.313,-0.042,0.058,-0.933,0.933,0.27,0.257,0.267,3.699
1065,O=C(O)c1ccc(C(=O)N[C@@H]2CCC[C@@H]3OCC[C@H]32)o1,0.01767642396649,0.3702861702418997,0.042,0.218,0.176,-0.176,-0.314,-0.039,0.057,-0.952,0.952,0.275,0.264,0.261,3.638
1066,CCCCCCCC(=O)O.O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.0002572452552295,0.3463623615055483,0.089,0.262,0.173,-0.173,-0.264,-0.0819999999999999,0.0819999999999999,-0.397,0.397,0.183,0.155,0.351,5.476
1067,CC(C)n1[nH]c(=O)c2c1NC(=O)CC2c1ccc(-c2cccc(C(=O)O)c2)o1,0.0173089307447335,0.3285389402503556,0.035,0.191,0.156,-0.156,-0.28,-0.031,0.049,-0.631,0.631,0.248,0.233,0.226,4.026
1068,CC(C)n1[nH]c(=O)c2c1NC(=O)CC2c1ccc(-c2cccc(C(=O)O)c2)o1,0.0174191787112604,0.3285389402503556,0.035,0.191,0.156,-0.156,-0.28,-0.031,0.049,-0.632,0.632,0.249,0.233,0.226,4.023
1069,CC(C)n1[nH]c(=O)c2c1NC(=O)CC2c1ccc(-c2cccc(C(=O)O)c2)o1,0.0171251841338552,0.3275467085516129,0.035,0.191,0.155,-0.155,-0.279,-0.032,0.049,-0.644,0.644,0.247,0.231,0.226,4.046
1070,Cc1oc(-c2ccco2)nc1CC(=O)N(CCC(=O)O)C[C@H]1CCCO1,0.0301711935062127,0.3019324309951814,0.019,0.155,0.136,-0.136,-0.267,-0.005,0.035,-0.442,0.442,0.261,0.208,0.174,3.824
1071,Cc1oc(-c2ccco2)nc1CC(=O)N(CCC(=O)O)C[C@H]1CCCO1,0.0290687138409431,0.3046518808361798,0.02,0.158,0.138,-0.138,-0.268,-0.0069999999999999,0.036,-0.452,0.452,0.261,0.223,0.178,3.832
1072,Cc1csc(NC(=O)Nc2ccc(C(=O)O)c(O)c2)n1,0.0186686556652327,0.3367707884177023,0.035,0.194,0.159,-0.159,-0.288,-0.031,0.049,-0.893,0.893,0.257,0.231,0.229,3.891
1073,Cc1csc(NC(=O)Nc2ccc(C(=O)O)c(O)c2)n1,0.0263492639999446,0.3343453331541091,0.027,0.181,0.154,-0.154,-0.291,-0.017,0.043,-0.615,0.615,0.274,0.261,0.207,3.647
1074,Cc1csc(NC(=O)Nc2ccc(C(=O)O)c(O)c2)n1,0.0230785743263113,0.3294944226269226,0.029,0.182,0.153,-0.153,-0.285,-0.021,0.045,-0.8009999999999999,0.8009999999999999,0.263,0.24,0.211,3.795
1075,CC(NC(=O)CN1C[C@@H](C)[C@H](C(=O)O)C1)c1cccs1,0.0449076716986504,0.309539540685542,0.012,0.144,0.132,-0.132,-0.28,0.015,0.03,-0.968,0.968,0.295,0.271,0.156,3.388
1076,CC(NC(=O)CN1C[C@@H](C)[C@H](C(=O)O)C1)c1cccs1,0.0433274508450972,0.3275099592294373,0.014,0.156,0.142,-0.142,-0.294,0.01,0.033,-0.974,0.974,0.305,0.29,0.171,3.284
1077,CC(NC(=O)CN1C[C@@H](C)[C@H](C(=O)O)C1)c1cccs1,0.0412327394810849,0.3086208076311506,0.013,0.147,0.134,-0.134,-0.278,0.01,0.031,-0.969,0.969,0.288,0.257,0.16,3.4760000000000004
1078,CCCCCCCCCCCCCCN(C(CC(C)C)C(=O)O)S(=O)(=O)c1ccccc1,0.0264227626442959,0.3762028111121801,0.033,0.208,0.175,-0.175,-0.325,-0.024,0.051,-0.884,0.884,0.301,0.277,0.241,3.322
1079,CCCCCCCCCCCCCCN(C(CC(C)C)C(=O)O)S(=O)(=O)c1ccccc1,0.0243280512802836,0.3732996146603033,0.035,0.209,0.174,-0.174,-0.322,-0.027,0.052,-0.887,0.887,0.294,0.264,0.244,3.399
1080,O=C(O)CC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)Nc1ccc([N+](=O)[O-])cc1,0.0089300852886841,0.3539694711959089,0.054,0.226,0.173,-0.173,-0.291,-0.054,0.063,-0.997,0.997,0.238,0.212,0.28,4.207
1081,COC(=O)N[C@H](C[C@@H](Cc1ccc(-c2cc(Cl)ccc2F)cc1)NC(=O)c1cc(C(C)=O)n[nH]1)C(=O)O,0.0224170865271495,0.3611723383423373,0.035,0.204,0.1689999999999999,-0.1689999999999999,-0.31,-0.028,0.051,-0.476,0.476,0.282,0.272,0.239,3.549
1082,O=C(O)CC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)Nc1ccc([N+](=O)[O-])cc1,0.0105838047865886,0.3585631364678657,0.051,0.225,0.174,-0.174,-0.297,-0.051,0.061,-0.999,0.999,0.246,0.23,0.277,4.062
1083,COc1cc(-c2nc(C(F)(F)F)c(C(=O)O)o2)ccc1F,0.0084155947782249,0.3757250699238967,0.06,0.243,0.184,-0.184,-0.308,-0.06,0.068,-0.63,0.63,0.248,0.221,0.303,4.0280000000000005
1084,CCCC(CNC(=O)c1cc(=O)[nH]c2ccc([N+](=O)[O-])cc12)C(=O)O,0.0082318481673467,0.3828544384259737,0.061,0.249,0.187,-0.187,-0.313,-0.061,0.07,-0.667,0.667,0.252,0.224,0.31,3.973
1085,CCC(C)C(C(CC(=O)N1CCC[C@H]1C(OC)C(C)C(=O)NC(Cc1ccc(C)cc1)C(=O)O)OC)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C(=O)CCCCCN1C(=O)C=CC1=O)C(C)C,0.0015067222092018,0.3426139306436315,0.076,0.247,0.171,-0.171,-0.268,-0.073,0.075,-1.0,1.0,0.195,0.1689999999999999,0.3229999999999999,5.1370000000000005
1086,CCC(C)C(C(CC(=O)N1CCC[C@H]1C(OC)C(C)C(=O)NC(Cc1ccc(C)cc1)C(=O)O)OC)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C(=O)CCCCCN1C(=O)C=CC1=O)C(C)C,0.001800716786607,0.3485673208360875,0.076,0.249,0.173,-0.173,-0.273,-0.073,0.075,-1.0,1.0,0.2,0.179,0.325,4.995
1087,CCC(C)C(C(CC(=O)N1CCC[C@H]1C(OC)C(C)C(=O)NC(Cc1ccc(C)cc1)C(=O)O)OC)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C(=O)CCCCCN1C(=O)C=CC1=O)C(C)C,0.0053286517154699,0.3735201105933573,0.067,0.252,0.184,-0.184,-0.301,-0.067,0.072,-0.999,0.999,0.234,0.228,0.319,4.274
1088,CCC(C)C(C(CC(=O)N1CCC[C@H]1C(OC)C(C)C(=O)NC(Cc1ccc(C)cc1)C(=O)O)OC)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C(=O)CCCCCN1C(=O)C=CC1=O)C(C)C,0.0055858969706995,0.3484938221917363,0.061,0.232,0.171,-0.171,-0.282,-0.061,0.066,-0.994,0.994,0.221,0.21,0.293,4.522
1089,CCC(C)C(C(CC(=O)N1CCC[C@H]1C(OC)C(C)C(=O)NC(Cc1ccc(C)cc1)C(=O)O)OC)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C(=O)CCCCCN1C(=O)C=CC1=O)C(C)C,0.0047406625606594,0.3695879331205623,0.068,0.251,0.182,-0.182,-0.297,-0.068,0.073,-1.0,1.0,0.229,0.225,0.319,4.368
1090,CCC(C(=O)O)N1CCCC1C1CCCCC1=O,0.059533901924561,0.3205275880160628,0.0069999999999999,0.138,0.13,-0.13,-0.295,0.034,0.026,-0.89,0.89,0.328,0.31,0.145,3.047
1091,CCC(C(=O)O)N1CCCC1C1CCCCC1=O,0.0555649751295903,0.3124427371374188,0.008,0.136,0.128,-0.128,-0.286,0.029,0.026,-0.906,0.906,0.316,0.294,0.144,3.167
1092,O=C(O)CCC1CCCCN1CCc1cccs1,0.0486561025605672,0.2894376614554587,0.008,0.129,0.12,-0.12,-0.264,0.023,0.025,-0.8540000000000001,0.8540000000000001,0.288,0.252,0.1369999999999999,3.4760000000000004
1093,O=C(O)CCC1CCCCN1CCc1cccs1,0.0508978112132821,0.305276619313166,0.009,0.136,0.127,-0.127,-0.279,0.024,0.027,-0.934,0.934,0.303,0.286,0.145,3.303
1094,O=C(O)C1CC2CCC1N2C(=O)NCCCc1ncn[nH]1,0.0646788070291527,0.3617603274971477,0.009,0.157,0.149,-0.149,-0.332,0.035,0.03,-0.784,0.784,0.366,0.363,0.166,2.7310000000000003
1095,O=C(O)C1CC2CCC1N2C(=O)NCCCc1ncn[nH]1,0.0657812866944224,0.362054322074553,0.009,0.157,0.148,-0.148,-0.332,0.036,0.03,-0.6829999999999999,0.6829999999999999,0.368,0.355,0.165,2.715
1096,O=C(O)C1CC2CCC1N2C(=O)NCCCc1ncn[nH]1,0.0654872921170171,0.3502577896561678,0.008,0.15,0.142,-0.142,-0.322,0.037,0.028,-0.88,0.88,0.359,0.351,0.158,2.783
1097,Cc1cc[n+](CCC(=O)NC(CO)C(=O)O)cc1.[Br-],0.0483988573053376,0.3548882042503003,0.015,0.168,0.153,-0.153,-0.32,0.013,0.035,-0.763,0.763,0.333,0.3229999999999999,0.183,3.005
1098,Cc1cc[n+](CCC(=O)NC(CO)C(=O)O)cc1.[Br-],0.0381090470961542,0.2928920977399703,0.013,0.14,0.127,-0.127,-0.263,0.008,0.03,-0.484,0.484,0.271,0.224,0.154,3.688
1099,Cc1cc[n+](CCC(=O)NC(CO)C(=O)O)cc1.[Br-],0.094151763414028,0.4068884951288521,0.3720000000000001,0.528,0.156,-0.156,-0.184,-0.129,0.223,-0.994,0.994,0.055,0.031,0.899,18.252
1100,Cc1csc(C(=O)O)c1S(=O)(=O)N1CCCCC1C(N)=O,0.0143689849706811,0.3843611606351756,0.05,0.235,0.185,-0.185,-0.322,-0.048,0.063,-0.868,0.868,0.274,0.263,0.284,3.654
1101,Cc1csc(C(=O)O)c1S(=O)(=O)N1CCCCC1C(N)=O,0.0144424836150324,0.3843979099573512,0.05,0.235,0.185,-0.185,-0.322,-0.048,0.062,-0.867,0.867,0.274,0.263,0.284,3.651
1102,Cc1csc(C(=O)O)c1S(=O)(=O)N1CCCCC1C(N)=O,0.0330008913137381,0.3603638532544728,0.025,0.189,0.1639999999999999,-0.1639999999999999,-0.317,-0.011,0.044,-0.535,0.535,0.306,0.302,0.213,3.2710000000000004
1103,CC(C)[C@@H](NC(=O)NCCS(C)(=O)=O)C(=O)O,0.0562632122509277,0.384103915379946,0.014,0.178,0.1639999999999999,-0.1639999999999999,-0.348,0.02,0.037,-0.865,0.865,0.3670000000000001,0.36,0.192,2.7230000000000003
1104,CC(C)[C@@H](NC(=O)NCCS(C)(=O)=O)C(=O)O,0.0589459127697506,0.3712784019406424,0.012,0.168,0.156,-0.156,-0.338,0.025,0.034,-0.812,0.812,0.363,0.346,0.18,2.755
1105,CC(C)[C@@H](NC(=O)NCCS(C)(=O)=O)C(=O)O,0.0568879507279139,0.3687426987105222,0.012,0.168,0.156,-0.156,-0.335,0.023,0.034,-0.888,0.888,0.358,0.341,0.181,2.7960000000000003
1106,Cc1cc(F)ccc1OCc1cc(C(=O)O)co1,0.0298404496066318,0.3337205946771229,0.024,0.176,0.152,-0.152,-0.293,-0.011,0.041,-0.984,0.984,0.282,0.251,0.199,3.551
1107,CCc1ccccc1OC(=O)N1CCCC(C(=O)O)C1,0.0574759398827244,0.3261134849867624,0.008,0.143,0.134,-0.134,-0.299,0.03,0.027,-0.794,0.794,0.329,0.317,0.151,3.042
1108,CCc1ccccc1OC(=O)N1CCCC(C(=O)O)C1,0.0478108681505271,0.3495595525348303,0.014,0.165,0.151,-0.151,-0.315,0.013,0.035,-0.547,0.547,0.328,0.318,0.18,3.049
1109,CCCC(CNC(=O)c1cc(=O)[nH]c2ccc([N+](=O)[O-])cc12)C(=O)O,0.0058063929037534,0.3896163137062942,0.07,0.261,0.192,-0.192,-0.315,-0.069,0.075,-0.736,0.736,0.245,0.223,0.331,4.078
1110,CCCC(CNC(=O)c1cc(=O)[nH]c2ccc([N+](=O)[O-])cc12)C(=O)O,0.0002204959330539,0.4067782471623251,0.123,0.327,0.203,-0.203,-0.3,-0.106,0.106,-0.512,0.512,0.194,0.148,0.45,5.155
1111,CCC(C)C(C(CC(=O)N1CCC[C@H]1C(OC)C(C)C(=O)NC(Cc1ccc(C)cc1)C(=O)O)OC)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C(=O)CCCCCN1C(=O)C=CC1=O)C(C)C,0.0091138318995624,0.3563214278151508,0.054,0.228,0.174,-0.174,-0.293,-0.054,0.063,-0.982,0.982,0.24,0.231,0.281,4.172
1112,O=C(O)CC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)Nc1ccc([N+](=O)[O-])cc1,0.006284134092037,0.3496330511791816,0.059,0.231,0.172,-0.172,-0.284,-0.059,0.066,-0.987,0.987,0.225,0.195,0.29,4.448
1113,COc1cc(Cl)c(OC)c(CC(=O)O)c1OC,0.0482151106944593,0.2947663131709287,0.009,0.132,0.123,-0.123,-0.269,0.022,0.026,-0.574,0.574,0.291,0.256,0.141,3.44
1114,O=C(O)CC(NC(=O)C1CCCCN1C(=O)CCc1cc(O)ccc1F)C(=O)CF,0.0368963194643576,0.3433856664093202,0.02,0.173,0.153,-0.153,-0.305,-0.002,0.039,-0.596,0.596,0.303,0.295,0.193,3.304
1115,O=C(O)CC(NC(=O)C1CCCCN1C(=O)CCc1cc(O)ccc1F)C(=O)CF,0.0349118560668722,0.3403722219909165,0.021,0.174,0.153,-0.153,-0.301,-0.004,0.039,-0.962,0.962,0.297,0.294,0.194,3.3710000000000004
1116,COC(C)Cn1c(SCC(=O)O)nc2cc(Cl)c(F)cc21,0.0262390160334176,0.3423566853884019,0.028,0.186,0.158,-0.158,-0.298,-0.019,0.045,-0.5579999999999999,0.5579999999999999,0.279,0.263,0.214,3.583
1117,COC(C)Cn1c(SCC(=O)O)nc2cc(Cl)c(F)cc21,0.0305386867279692,0.3227325473466021,0.022,0.168,0.146,-0.146,-0.284,-0.008,0.039,-0.557,0.557,0.276,0.254,0.189,3.624
1118,O=C(O)CCN(C(=O)N1CCOC2CCCCC21)C1CC1,0.0665162731379355,0.289400912133283,0.003,0.115,0.111,-0.111,-0.27,0.047,0.02,-0.954,0.954,0.317,0.278,0.118,3.158
1119,O=C(O)CCN(C(=O)N1CCOC2CCCCC21)C1CC1,0.06284134092037,0.3216300676813325,0.006,0.136,0.129,-0.129,-0.297,0.038,0.025,-0.769,0.769,0.334,0.309,0.142,2.99
1120,O=C(O)CCN(C(=O)N1CCOC2CCCCC21)C1CC1,0.0734251457069586,0.305166371346639,0.003,0.119,0.116,-0.116,-0.285,0.054,0.02,-0.782,0.782,0.339,0.314,0.122,2.95
1121,CCCCCCCCOCCC[C@@]1([C@@]2(C(=O)O)CCCO2)CCCO1,0.0760343475814301,0.3407764645348487,0.004,0.1369999999999999,0.132,-0.132,-0.317,0.052,0.024,-0.81,0.81,0.369,0.366,0.141,2.707
1122,O=C(O)CCCN(Cc1ccccc1)C(=O)Cn1ncn2nccc2c1=O,0.0195873887196241,0.3698084290536162,0.04,0.215,0.175,-0.175,-0.315,-0.035,0.055,-0.979,0.979,0.28,0.277,0.254,3.574
1123,O=C(O)CCCN(Cc1ccccc1)C(=O)Cn1ncn2nccc2c1=O,0.0264595119664715,0.350331288300519,0.029,0.191,0.162,-0.162,-0.304,-0.02,0.046,-0.509,0.509,0.285,0.279,0.22,3.513
1124,O=C(O)CCCN(Cc1ccccc1)C(=O)Cn1ncn2nccc2c1=O,0.0236298141589461,0.3674197231121985,0.034,0.206,0.172,-0.172,-0.316,-0.028,0.051,-0.454,0.454,0.289,0.278,0.241,3.464
1125,CCC(CNC(=O)c1cc(O)[nH]c(=O)c1)C(=O)O,0.0177131732886657,0.3476853371038719,0.038,0.203,0.165,-0.165,-0.296,-0.034,0.052,-0.545,0.545,0.261,0.208,0.241,3.829
1126,CCC(CNC(=O)c1cc(O)[nH]c(=O)c1)C(=O)O,0.0096283224100216,0.3656925049699428,0.055,0.233,0.178,-0.178,-0.302,-0.055,0.064,-0.5539999999999999,0.5539999999999999,0.247,0.222,0.287,4.048
1127,Cc1ccc(CN2CCN(C(=O)OC(C(F)(F)F)C(F)(F)F)CC2)c(O[C@@H](C)C(=O)O)c1,0.0509713098576334,0.3168159064763217,0.01,0.143,0.133,-0.133,-0.288,0.023,0.028,-0.5920000000000001,0.5920000000000001,0.311,0.302,0.153,3.216
1128,Cc1ccc(CN2CCN(C(=O)OC(C(F)(F)F)C(F)(F)F)CC2)c(O[C@@H](C)C(=O)O)c1,0.0510448085019847,0.3349333223089196,0.011,0.153,0.142,-0.142,-0.304,0.02,0.031,-0.522,0.522,0.324,0.316,0.165,3.089
1129,Cc1ccc(CN2CCN(C(=O)OC(C(F)(F)F)C(F)(F)F)CC2)c(O[C@@H](C)C(=O)O)c1,0.0382192950626812,0.2950970570705095,0.013,0.142,0.128,-0.128,-0.265,0.008,0.03,-0.89,0.89,0.273,0.235,0.155,3.664
1130,NC(=O)NN(CC(=O)O)C(=O)c1ccccc1,0.0293994577405239,0.3774155387439768,0.03,0.204,0.174,-0.174,-0.328,-0.02,0.049,-0.515,0.515,0.309,0.302,0.235,3.239
1131,NC(=O)NN(CC(=O)O)C(=O)c1ccccc1,0.0306489346944962,0.3735201105933573,0.029,0.2,0.171,-0.171,-0.326,-0.017,0.048,-0.8340000000000001,0.8340000000000001,0.309,0.3,0.229,3.236
1132,NC(=O)NN(CC(=O)O)C(=O)c1ccccc1,0.0293259590961726,0.3773787894218011,0.03,0.204,0.174,-0.174,-0.328,-0.02,0.049,-0.515,0.515,0.309,0.302,0.235,3.241
1133,O=C(O)c1ccc(/C=C(\c2nc3ccccc3[nH]2)c2nc3ccccc3s2)cc1,0.0018374661087827,0.3627158098737147,0.079,0.26,0.18,-0.18,-0.284,-0.076,0.078,-0.484,0.484,0.208,0.193,0.339,4.807
1134,O=C(O)C1Cn2cncc2CO1,0.0518532935898491,0.323063291246183,0.01,0.146,0.136,-0.136,-0.294,0.023,0.029,-0.951,0.951,0.317,0.27,0.156,3.156
1135,O=C(O)C1Cn2cncc2CO1,0.056446958861806,0.3225120514135482,0.008,0.141,0.133,-0.133,-0.295,0.029,0.027,-0.965,0.965,0.324,0.277,0.15,3.082
1136,CCOC(Cc1ccc(OCCN(CCCCC2CCCCC2)C(=O)OCC(C)C)cc1)C(=O)O,0.0531027705438214,0.3014914391290736,0.008,0.132,0.124,-0.124,-0.276,0.028,0.025,-0.629,0.629,0.304,0.274,0.14,3.2910000000000004
1137,CCOC(Cc1ccc(OCCN(CCCCC2CCCCC2)C(=O)OCC(C)C)cc1)C(=O)O,0.0493910890040803,0.3120752439156622,0.01,0.141,0.131,-0.131,-0.284,0.021,0.028,-0.637,0.637,0.305,0.273,0.151,3.28
1138,O=C(O)CC(NC(=O)C1CCCCN1C(=O)CCc1cc(O)ccc1F)C(=O)CF,0.0442094345773129,0.3219608115809133,0.013,0.152,0.139,-0.139,-0.29,0.012,0.032,-0.662,0.662,0.302,0.279,0.165,3.307
1139,O=C(O)CC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)Nc1ccc([N+](=O)[O-])cc1,0.0091138318995624,0.3540429698402602,0.053,0.226,0.172,-0.172,-0.292,-0.053,0.062,-0.963,0.963,0.238,0.214,0.279,4.195
