,smiles,anchor,Dissocation energy (nucleofuge),Dissociation energy (electrofuge),Electroaccepting power(w+),Electrodonating power (w-),Electronegativity (chi=-mu),Electronic chemical potential (mu),Electronic chemical potential (mu+),Electronic chemical potential (mu-),Electrophilicity index (w=omega),Global Dual Descriptor Deltaf+,Global Dual Descriptor Deltaf-,Hardness (eta),Hyperhardness (gamma),Net Electrophilicity,Softness (S)
4518,O=C(O)CCCCCCCCc1ccccc1,O16,0.0568144520835626,0.3393064916478225,0.01,0.151,0.141,-0.141,-0.31,0.027,0.03,-0.593,0.593,0.337,0.325,0.161,2.968
4519,O=C(O)c1ccccc1C(=O)N1CCNCC1,O15,0.0208368656735963,0.3363297965515944,0.032,0.19,0.158,-0.158,-0.289,-0.027,0.047,-0.984,0.984,0.262,0.247,0.223,3.812
4520,O=C(O)c1ccccc1N1CCNCC1,O14,0.0258715228116611,0.3114137561165004,0.024,0.166,0.143,-0.143,-0.272,-0.0139999999999999,0.039,-0.758,0.758,0.258,0.2319999999999999,0.19,3.87
4521,O=C(O)C1CCN(Cc2ccncc2)CC1,O14,0.0372270633639385,0.3346393277315143,0.019,0.1669999999999999,0.149,-0.149,-0.297,0.0,0.037,-0.866,0.866,0.298,0.258,0.186,3.36
4522,O=C(O)c1cc2cc([N+](=O)[O-])ccc2[nH]1,O12,0.009150581221738,0.3879993435305654,0.06,0.25,0.1889999999999999,-0.1889999999999999,-0.319,-0.06,0.069,-0.575,0.575,0.258,0.237,0.31,3.873
4523,NCc1ncccn1.O=C(O)C(=O)O,O10,0.0180071678660709,0.3819724546937579,0.044,0.226,0.182,-0.182,-0.3229999999999999,-0.0409999999999999,0.059,-0.613,0.613,0.283,0.2769999999999999,0.27,3.535
4524,NCc1cnccn1.O=C(O)C(=O)O,O9,0.0243648006024592,0.3466196067607779,0.03,0.192,0.161,-0.161,-0.3,-0.022,0.047,-0.6779999999999999,0.6779999999999999,0.2769999999999999,0.23,0.222,3.605
4525,Cc1ccc(C2CCNC2)cc1.O=C(O)C(=O)O,O16,0.0211308602510016,0.2540848135224786,0.019,0.136,0.1159999999999999,-0.1159999999999999,-0.222,-0.011,0.032,-0.903,0.903,0.211,0.155,0.155,4.7410000000000005
4526,COc1ccc(C2CCNC2)cc1.O=C(O)C(=O)O,O17,0.0076438590125362,0.3392697423256469,0.054,0.2189999999999999,0.166,-0.166,-0.278,-0.054,0.061,-0.913,0.913,0.2239999999999999,0.185,0.273,4.457
4527,Clc1ccc(C2CCNC2)cc1.O=C(O)C(=O)O,O15,0.0315676677488876,0.2930390950286729,0.017,0.148,0.131,-0.131,-0.26,-0.001,0.033,-0.8440000000000001,0.8440000000000001,0.259,0.217,0.165,3.868
4528,COc1ccccc1C(O)CN.O=C(O)C(=O)O,O16,0.0108777993639938,0.3641490334385653,0.052,0.2289999999999999,0.177,-0.177,-0.302,-0.051,0.062,-0.7659999999999999,0.7659999999999999,0.251,0.248,0.28,3.992
4529,Cc1ccccc1C(O)CN.O=C(O)C(=O)O,O15,0.0190361488869892,0.2958687928361983,0.0279999999999999,0.166,0.138,-0.138,-0.255,-0.022,0.0409999999999999,-0.958,0.958,0.233,0.214,0.1939999999999999,4.3
4530,O=C(O)c1cc2cccc3c2n(c1=O)CC3,O14,0.0088565866443328,0.3502577896561678,0.053,0.2239999999999999,0.171,-0.171,-0.288,-0.053,0.062,-0.64,0.64,0.235,0.205,0.2769999999999999,4.25
4531,O=C(O)c1cc2cccc3c2n(c1=O)CCC3,O15,0.0096650717321972,0.3508825281331538,0.052,0.222,0.171,-0.171,-0.29,-0.051,0.061,-0.6409999999999999,0.6409999999999999,0.239,0.212,0.2739999999999999,4.192
4532,O=C(O)c1ccccc1-c1ccc2cccnc2n1,O16,0.0130092600501818,0.3689999439657518,0.049,0.2269999999999999,0.178,-0.178,-0.308,-0.048,0.061,-0.525,0.525,0.26,0.246,0.276,3.842
4533,O=C(O)C(Br)CC12CC3CC(CC(C3)C1)C2,O14,0.0408652462593283,0.3841774140242973,0.023,0.1939999999999999,0.172,-0.172,-0.341,-0.003,0.044,-0.779,0.779,0.3379999999999999,0.3329999999999999,0.217,2.96
4534,O=C(O)C12CC3CC(CC(CCBr)(C3)C1)C2,O14,0.0636130766860588,0.3668684832795638,0.01,0.161,0.152,-0.152,-0.336,0.032,0.031,-0.794,0.794,0.368,0.365,0.171,2.717
4535,O=C(O)C(=O)CC(=O)c1ccc(Cl)cc1,O11,0.0139647424267488,0.4018538379907873,0.054,0.248,0.1939999999999999,-0.1939999999999999,-0.335,-0.053,0.066,-0.613,0.613,0.283,0.267,0.301,3.536
4536,O=C(O)c1cc2cc(Br)ccc2cc1O,O13,0.0104735568200616,0.3577914007021769,0.051,0.225,0.174,-0.174,-0.296,-0.051,0.061,-0.514,0.514,0.245,0.214,0.2769999999999999,4.0760000000000005
4537,O=C(O)CCc1ccc(O)c([N+](=O)[O-])c1,O12,0.0054021503598212,0.3930707499908057,0.072,0.265,0.1939999999999999,-0.1939999999999999,-0.316,-0.071,0.077,-0.685,0.685,0.245,0.198,0.337,4.0760000000000005
4538,O=C(O)CP(=O)(c1ccccc1)c1ccccc1,O16,0.0288114685857135,0.3877053489531601,0.032,0.212,0.179,-0.179,-0.336,-0.022,0.051,-0.489,0.489,0.314,0.312,0.244,3.185
4539,O=C(O)CC1CCOCC1,O9,0.0699339601002714,0.3474648411708179,0.006,0.145,0.139,-0.139,-0.321,0.044,0.026,-0.925,0.925,0.365,0.3329999999999999,0.151,2.7430000000000003
4540,O=C1Cc2cc(C(=O)O)ccc2N1,O11,0.0249527897572697,0.3498535471122355,0.03,0.193,0.162,-0.162,-0.303,-0.022,0.047,-0.544,0.544,0.281,0.241,0.223,3.5610000000000004
4541,O=C1CC(c2ccccc2)CC(Nc2ccccc2C(=O)O)=C1Cl,O21,0.0151774700585455,0.3354478128193787,0.039,0.1989999999999999,0.16,-0.16,-0.283,-0.037,0.052,-0.603,0.603,0.247,0.21,0.239,4.055
4542,O=C(O)C1CCCCC1C(=O)N1CCN(Cc2ccc3c(c2)OCO3)CC1,O25,0.0494278383262559,0.3010136979407901,0.009,0.135,0.126,-0.126,-0.2739999999999999,0.023,0.027,-0.573,0.573,0.297,0.284,0.144,3.365
4543,O=C(O)C1CCCCC1C(=O)N1CCN(C(=O)c2ccco2)CC1,O21,0.0384397909957351,0.3323608697566237,0.018,0.165,0.147,-0.147,-0.296,0.002,0.036,-0.5479999999999999,0.5479999999999999,0.298,0.287,0.182,3.3510000000000004
4544,O=C(O)C(Br)C(Br)c1ccc([N+](=O)[O-])cc1,O11,0.0099590663096025,0.4211104828108305,0.066,0.271,0.206,-0.206,-0.346,-0.065,0.075,-0.6829999999999999,0.6829999999999999,0.28,0.273,0.337,3.568
4545,O=C(O)Cc1ccccc1C(=O)Nc1cccc([N+](=O)[O-])c1,O18,0.0111717939413991,0.3745858409364513,0.053,0.235,0.182,-0.182,-0.31,-0.053,0.064,-0.665,0.665,0.258,0.233,0.289,3.882
4546,O=C(O)Cc1ccccc1C(=O)Nc1cccc(Cl)c1,O17,0.0212778575397042,0.3484203235473849,0.034,0.1969999999999999,0.1639999999999999,-0.1639999999999999,-0.299,-0.0279999999999999,0.049,-0.812,0.812,0.271,0.251,0.231,3.691
4547,O=C(O)C1CCCCC1C(=O)Nc1ccc(I)cc1,O16,0.0414532354141388,0.313581966124864,0.0139999999999999,0.15,0.136,-0.136,-0.282,0.01,0.032,-0.52,0.52,0.292,0.246,0.163,3.43
4548,O=C(O)C1CCCCC1C(=O)Nc1ccc(Cl)cc1,O16,0.0415267340584901,0.3179918847859426,0.0139999999999999,0.152,0.138,-0.138,-0.286,0.009,0.032,-0.495,0.495,0.295,0.248,0.1669999999999999,3.394
4549,O=C(O)C1CCCCC1C(=O)NC1CC1,O13,0.0594236539580341,0.3235410324344666,0.0069999999999999,0.139,0.132,-0.132,-0.297,0.033,0.026,-0.958,0.958,0.33,0.313,0.147,3.029
4550,O=C1CCCC(Nc2ccccc2C(=O)O)=C1Cl,O15,0.0132665053054114,0.331589133990935,0.0409999999999999,0.201,0.159,-0.159,-0.2789999999999999,-0.04,0.053,-0.685,0.685,0.239,0.198,0.242,4.189
4551,O=C(O)CCOc1ccc([N+](=O)[O-])cc1,O12,0.0138912437823975,0.3845449072460537,0.05,0.236,0.185,-0.185,-0.321,-0.049,0.063,-0.672,0.672,0.272,0.239,0.286,3.672
4552,O=C(O)Cc1ccc2c(c1)CCO2,O12,0.035463095899507,0.3285389402503556,0.019,0.165,0.147,-0.147,-0.292,-0.002,0.037,-0.609,0.609,0.29,0.243,0.184,3.449
4553,O=C(O)c1c(-c2cccs2)nnc2ccccc12,O15,0.0040791747614977,0.3655455076812401,0.07,0.251,0.181,-0.181,-0.292,-0.069,0.073,-0.627,0.627,0.223,0.1939999999999999,0.32,4.475
4554,O=C(O)Cn1nnc(N2CCCC2)n1,O10,0.0467451378074331,0.3215565690369811,0.012,0.149,0.1369999999999999,-0.1369999999999999,-0.291,0.016,0.031,-0.633,0.633,0.307,0.231,0.161,3.26
4555,O=C(O)Cn1ccc(-c2ccccc2)n1,O13,0.0239973073807027,0.3554761934051107,0.032,0.198,0.166,-0.166,-0.307,-0.025,0.049,-0.434,0.434,0.282,0.252,0.23,3.545
4556,O=C(O)CCCCCCCCCCCCCCc1ccc(I)cc1,O22,0.041747229991544,0.3282449456729504,0.015,0.158,0.143,-0.143,-0.294,0.008,0.034,-0.691,0.691,0.302,0.268,0.174,3.3110000000000004
4557,O=C(O)CCCCCCCCCCCCCCc1ccccc1,O22,0.058468171581467,0.3346025784093387,0.009,0.147,0.138,-0.138,-0.306,0.03,0.0279999999999999,-0.596,0.596,0.336,0.324,0.155,2.9730000000000003
4558,O=C(O)Cc1ccccc1C(=O)Nc1ccc(Cl)cc1Cl,O17,0.0210941109288259,0.3489348140578441,0.034,0.198,0.1639999999999999,-0.1639999999999999,-0.299,-0.0289999999999999,0.05,-0.691,0.691,0.271,0.243,0.2319999999999999,3.692
4559,O=C(O)c1nc2ccccc2s1,O10,0.0108777993639938,0.3941364803338997,0.0579999999999999,0.25,0.192,-0.192,-0.326,-0.0579999999999999,0.068,-0.5760000000000001,0.5760000000000001,0.268,0.258,0.307,3.731
4560,O=C(O)c1nc2ccccc2[nH]1,O10,0.016500445656869,0.3744755929699243,0.045,0.2239999999999999,0.179,-0.179,-0.316,-0.042,0.0579999999999999,-0.456,0.456,0.2739999999999999,0.268,0.268,3.648
4561,O=C(O)c1c(-c2ccccc2Cl)nn(-c2ccccc2)c1Cl,O18,0.0195138900752728,0.3045416328696529,0.0289999999999999,0.171,0.143,-0.143,-0.262,-0.023,0.042,-0.894,0.894,0.239,0.201,0.2,4.183
4562,O=C(O)c1ccccc1-c1ccc2cnccc2n1,O16,0.01234777225102,0.3744020943255731,0.051,0.2319999999999999,0.181,-0.181,-0.312,-0.05,0.063,-0.613,0.613,0.261,0.255,0.283,3.825
4563,O=C(O)CCC(=O)Nc1nccc2cccnc12,O14,0.0120905269957904,0.3680812109113604,0.05,0.228,0.178,-0.178,-0.306,-0.05,0.062,-0.494,0.494,0.257,0.231,0.2789999999999999,3.894
4564,O=C(O)C1=CCc2ccccc21,O11,0.0200651299079076,0.3547779562837733,0.036,0.204,0.1669999999999999,-0.1669999999999999,-0.303,-0.031,0.052,-0.5820000000000001,0.5820000000000001,0.272,0.252,0.24,3.679
4565,O=C(O)c1cc(N2CCOCC2)nc(N2CCOCC2)n1,O18,0.0185951570208814,0.3348965729867439,0.035,0.193,0.158,-0.158,-0.286,-0.03,0.049,-0.6829999999999999,0.6829999999999999,0.256,0.239,0.228,3.911
4566,O=C(O)CCC(=O)N1CCc2nc3ncccc3cc2C1,O17,0.0162432004016395,0.3732996146603033,0.045,0.223,0.179,-0.179,-0.315,-0.042,0.0579999999999999,-0.7979999999999999,0.7979999999999999,0.273,0.267,0.268,3.668
4567,O=C(O)CCC(=O)N1CCc2nc3ccncc3cc2C1,O17,0.0146262302259106,0.377599285354855,0.048,0.2289999999999999,0.181,-0.181,-0.317,-0.046,0.061,-0.413,0.413,0.27,0.26,0.2769999999999999,3.697
4568,O=C(O)CCc1ccc2c(c1)CCO2,O13,0.0442461838994886,0.3112300095056221,0.012,0.146,0.134,-0.134,-0.281,0.0139999999999999,0.03,-0.604,0.604,0.295,0.249,0.158,3.389
4569,O=C(O)C(c1ccc2c(c1)CCO2)c1ccc2c(c1)CCO2,O21,0.0442829332216642,0.2970815204679949,0.011,0.1369999999999999,0.126,-0.126,-0.2689999999999999,0.016,0.0279999999999999,-0.639,0.639,0.285,0.273,0.148,3.504
4570,O=C(O)C1CCN(c2ncc(Br)cn2)CC1,O12,0.0261287680668906,0.3251580026101954,0.025,0.175,0.15,-0.15,-0.283,-0.016,0.042,-0.715,0.715,0.268,0.221,0.2,3.734
4571,O=C(O)C1CCCN(c2ncc(Br)cn2)C1,O12,0.0237768114476487,0.3353743141750274,0.0289999999999999,0.185,0.156,-0.156,-0.29,-0.021,0.045,-0.723,0.723,0.2689999999999999,0.223,0.214,3.719
4572,O=C(O)c1ccc2cncc(Br)c2n1,O10,0.0049244091715377,0.3962679410200878,0.074,0.27,0.196,-0.196,-0.318,-0.073,0.078,-0.625,0.625,0.245,0.216,0.344,4.086
4573,O=C(O)CCC(=O)N1CCCN(Cc2ccccc2)CC1,O19,0.0486561025605672,0.3307071502587193,0.012,0.153,0.141,-0.141,-0.299,0.017,0.031,-0.86,0.86,0.317,0.297,0.165,3.159
4574,O=C(O)c1cnc2ccncc2c1,O10,0.0077173576568875,0.4141648609196317,0.07,0.273,0.203,-0.203,-0.337,-0.07,0.077,-0.436,0.436,0.267,0.248,0.342,3.74
4575,O=C(O)CCc1cc(Br)c(O)c(Br)c1,O11,0.0345443628451156,0.3428711758988611,0.021,0.176,0.154,-0.154,-0.303,-0.005,0.04,-0.609,0.609,0.298,0.278,0.1969999999999999,3.361
4576,O=C(O)C1CC(=O)N(Cc2ccc(Cl)cc2)C1,O14,0.041967725924598,0.3513235199992617,0.018,0.172,0.155,-0.155,-0.314,0.004,0.038,-0.49,0.49,0.318,0.304,0.19,3.144
4577,C=C(C(=O)O)C(CC(=O)O)C(=O)O,O10,0.0281499807865517,0.4083584680158783,0.036,0.226,0.19,-0.19,-0.353,-0.027,0.0559999999999999,-0.779,0.779,0.325,0.317,0.263,3.073
4578,O=C(O)CC(C(=O)O)c1ccccc1O,O13,0.0482151106944593,0.3310378941583001,0.012,0.154,0.141,-0.141,-0.299,0.017,0.032,-0.59,0.59,0.316,0.29,0.166,3.165
4579,O=C(O)CCNC(=O)CCl,O7,0.0561529642844008,0.3677504670117795,0.013,0.168,0.156,-0.156,-0.3339999999999999,0.022,0.034,-0.904,0.904,0.356,0.319,0.181,2.812
4580,O=C(O)C1CC1(Cl)Cl,O5,0.0518900429120248,0.396561935597493,0.018,0.19,0.172,-0.172,-0.356,0.012,0.04,-0.7490000000000001,0.7490000000000001,0.368,0.336,0.208,2.72
4581,O=C(O)c1cnccc1O,O8,0.0224905851715008,0.3948714667774129,0.04,0.226,0.186,-0.186,-0.3379999999999999,-0.035,0.057,-0.643,0.643,0.303,0.296,0.267,3.302
4582,O=C(O)Cc1ccc(N(CCCl)CCCl)cc1,O14,0.0401302598158152,0.3565786730703804,0.019,0.178,0.158,-0.158,-0.317,0.001,0.039,-0.911,0.911,0.318,0.313,0.1969999999999999,3.145
4583,O=C(O)c1cccc2cccc(I)c12,O12,0.0129725107280062,0.3521687544093018,0.046,0.215,0.17,-0.17,-0.295,-0.045,0.057,-0.43,0.43,0.25,0.213,0.261,3.997
4584,O=C(O)Cn1cnc(Cl)c1Cl,O7,0.046120399330447,0.3561009318820968,0.016,0.171,0.155,-0.155,-0.32,0.01,0.036,-0.519,0.519,0.3289999999999999,0.287,0.187,3.037
4585,O=C(O)C=Cc1ccc(OCc2ccccc2)cc1,O18,0.0154714646359507,0.3367707884177023,0.039,0.2,0.161,-0.161,-0.285,-0.037,0.052,-0.517,0.517,0.248,0.2,0.239,4.0280000000000005
4586,O=C(O)CSc1ccc([N+](=O)[O-])cc1Cl,O11,0.004152673405849,0.4242341751957612,0.083,0.293,0.21,-0.21,-0.3379999999999999,-0.0819999999999999,0.086,-0.81,0.81,0.256,0.235,0.376,3.904
4587,O=Cc1ccc(OC(C(=O)O)c2ccccc2)cc1,O17,0.0219760946610416,0.3633405483507009,0.036,0.206,0.171,-0.171,-0.312,-0.03,0.052,-0.561,0.561,0.282,0.257,0.242,3.5460000000000003
4588,C=C(Cl)C(=O)O,O4,0.0256510268786071,0.4032503122334623,0.038,0.2269999999999999,0.1889999999999999,-0.1889999999999999,-0.347,-0.031,0.0559999999999999,-0.528,0.528,0.316,0.288,0.265,3.1630000000000003
4589,O=C(O)COc1cccc(OCC(=O)O)c1,O14,0.0509345605354578,0.3169629037650243,0.01,0.143,0.133,-0.133,-0.289,0.022,0.0279999999999999,-0.59,0.59,0.311,0.276,0.153,3.215
4590,O=C(O)c1ccc(C2CCCCC2)cc1,O14,0.0308694306275501,0.3642592814050923,0.027,0.1939999999999999,0.1669999999999999,-0.1669999999999999,-0.319,-0.015,0.046,-0.479,0.479,0.304,0.292,0.221,3.294
4591,O=C(O)CCCCCCc1ccccc1,O14,0.0572921932718461,0.3383142599490798,0.009,0.15,0.141,-0.141,-0.309,0.0279999999999999,0.0289999999999999,-0.5920000000000001,0.5920000000000001,0.337,0.325,0.159,2.967
4592,O=C(O)c1ccc(CCCl)cc1,O10,0.027047501121282,0.3832586809699059,0.033,0.212,0.178,-0.178,-0.332,-0.025,0.052,-0.447,0.447,0.307,0.298,0.245,3.257
4593,O=C(O)CC(SC(CC(=O)O)C(=O)O)C(=O)O,O13,0.0348383574225209,0.3764233070452341,0.026,0.1969999999999999,0.171,-0.171,-0.331,-0.011,0.046,-0.964,0.964,0.32,0.307,0.222,3.124
4594,O=C(O)c1cc(I)c(O)c(I)c1,O9,0.0214983534727581,0.359812613421838,0.036,0.205,0.1689999999999999,-0.1689999999999999,-0.308,-0.03,0.051,-0.816,0.816,0.2789999999999999,0.264,0.24,3.589
4595,N#CC(C(=O)O)=C1CCCCC1,O9,0.0185216583765301,0.4132093785430647,0.049,0.246,0.1969999999999999,-0.1969999999999999,-0.349,-0.046,0.064,-0.461,0.461,0.303,0.29,0.295,3.2960000000000003
4596,O=C(O)CCc1cccc(O)c1,O11,0.0495013369706072,0.3261502343089379,0.011,0.15,0.138,-0.138,-0.296,0.019,0.03,-0.594,0.594,0.315,0.288,0.161,3.176
4597,O=C(O)CC(F)(F)C(=O)O,O6,0.0442829332216642,0.4212574800995331,0.025,0.214,0.188,-0.188,-0.373,-0.004,0.048,-0.893,0.893,0.369,0.344,0.239,2.707
4598,O=C(O)Cc1ccc(COc2ccccc2)cc1,O17,0.0335888804685486,0.3394167396143495,0.022,0.174,0.153,-0.153,-0.3,-0.006,0.04,-0.947,0.947,0.293,0.27,0.196,3.409
4599,O=C(O)Cc1cccc(OCc2ccc(F)cc2)c1,O17,0.0412694888032605,0.331589133990935,0.016,0.161,0.145,-0.145,-0.297,0.0069999999999999,0.035,-0.638,0.638,0.303,0.285,0.177,3.2960000000000003
4600,O=C(O)Cc1ccc(COc2cccc(F)c2)cc1,O17,0.0415634833806658,0.3340513385767039,0.016,0.162,0.146,-0.146,-0.299,0.0069999999999999,0.035,-0.9,0.9,0.306,0.289,0.178,3.272
4601,O=C(O)Cc1cccc(OCc2cccc(F)c2)c1,O17,0.0366758235313036,0.3538224739072063,0.021,0.18,0.159,-0.159,-0.313,-0.004,0.0409999999999999,-0.607,0.607,0.309,0.297,0.201,3.234
4602,O=C(O)Cc1cccc(OCc2ccccc2F)c1,O17,0.0359408370877905,0.3499270457565868,0.021,0.178,0.157,-0.157,-0.31,-0.004,0.04,-0.591,0.591,0.305,0.288,0.2,3.277
4603,O=C(O)Cc1ccc(COc2ccccc2F)cc1,O17,0.0427394616902867,0.3310378941583001,0.015,0.159,0.144,-0.144,-0.297,0.009,0.034,-0.8859999999999999,0.8859999999999999,0.306,0.289,0.174,3.27
4604,O=C(O)CCc1ccc(S(=O)(=O)Cl)cc1,O11,0.0215718521171094,0.4104899287020662,0.044,0.239,0.1939999999999999,-0.1939999999999999,-0.35,-0.039,0.061,-0.523,0.523,0.31,0.3,0.283,3.225
4605,O=C(O)CSc1cccc(C(F)(F)F)c1,O11,0.0275987409539168,0.3645900253046732,0.03,0.1989999999999999,0.1689999999999999,-0.1689999999999999,-0.317,-0.02,0.048,-0.64,0.64,0.296,0.253,0.2289999999999999,3.374
4606,O=C(O)CSc1c(Cl)cccc1Cl,O10,0.0244015499246349,0.3749900834803835,0.035,0.21,0.175,-0.175,-0.3229999999999999,-0.0279999999999999,0.052,-0.711,0.711,0.295,0.283,0.245,3.385
4607,O=C(O)CN1C(=O)COc2ccccc21,O13,0.0407182489706257,0.323283787179237,0.015,0.156,0.141,-0.141,-0.29,0.0069999999999999,0.034,-0.583,0.583,0.297,0.266,0.172,3.37
4608,O=C(O)c1cc2cc(Cl)ccc2o1,O11,0.0132297559832357,0.3846919045347564,0.052,0.237,0.186,-0.186,-0.321,-0.051,0.064,-0.631,0.631,0.27,0.266,0.289,3.699
4609,O=C(O)c1c(-c2ccccc2)nc2ccccn12,O16,0.0213146068618798,0.3423934347105775,0.033,0.193,0.161,-0.161,-0.294,-0.027,0.048,-0.5539999999999999,0.5539999999999999,0.267,0.26,0.226,3.742
4610,O=C(O)c1cccc(Br)c1F,O8,0.0195138900752728,0.3842141633464729,0.042,0.2239999999999999,0.182,-0.182,-0.327,-0.038,0.0579999999999999,-0.629,0.629,0.288,0.266,0.267,3.466
4611,O=C(O)CN(CC(=O)O)c1ccc(N(CC(=O)O)CC(=O)O)cc1,O17,0.0397260172718829,0.2952808036813879,0.013,0.14,0.128,-0.128,-0.266,0.01,0.03,-0.6709999999999999,0.6709999999999999,0.276,0.222,0.153,3.626
4612,O=C(O)c1ccc(CN2C(=O)COc3ccccc32)cc1,O19,0.0194036421087458,0.3416951975892401,0.035,0.196,0.161,-0.161,-0.292,-0.03,0.05,-0.962,0.962,0.262,0.2319999999999999,0.231,3.817
4613,O=C(O)CCc1ccccc1Cl,O10,0.0459734020417443,0.3532344847523957,0.016,0.1689999999999999,0.154,-0.154,-0.317,0.01,0.036,-0.479,0.479,0.327,0.313,0.185,3.0580000000000003
4614,O=C(O)c1ccc(C(=O)OCCBr)cc1,O12,0.0137074971715193,0.4236094367187751,0.0579999999999999,0.263,0.205,-0.205,-0.352,-0.0579999999999999,0.071,-0.462,0.462,0.295,0.288,0.322,3.391
4615,O=C(O)Cc1cncc(Br)c1,O8,0.0226375824602034,0.3956432025431017,0.04,0.2269999999999999,0.186,-0.186,-0.3379999999999999,-0.035,0.057,-0.597,0.597,0.304,0.285,0.267,3.2910000000000004
4616,O=C(O)c1ccc(Br)cc1C(=O)O,O10,0.016500445656869,0.3937689871121433,0.048,0.237,0.1889999999999999,-0.1889999999999999,-0.332,-0.046,0.062,-0.574,0.574,0.286,0.264,0.285,3.5
4617,O=C(O)CCCC(=O)c1cccs1,O11,0.0191463968535162,0.3784077704427194,0.042,0.221,0.18,-0.18,-0.322,-0.038,0.057,-0.483,0.483,0.284,0.273,0.263,3.522
4618,O=C(O)Cc1ccc(I)cc1,O9,0.0312369238493067,0.3593348722335545,0.026,0.19,0.1639999999999999,-0.1639999999999999,-0.315,-0.013,0.045,-0.633,0.633,0.301,0.271,0.216,3.319
4619,O=C(O)c1cccc(O)c1[N+](=O)[O-],O10,0.0064678807029152,0.4133196265095917,0.073,0.276,0.203,-0.203,-0.3339999999999999,-0.073,0.079,-0.768,0.768,0.262,0.231,0.349,3.822
4620,O=C(O)c1cccc(N=C=S)c1,O8,0.0160227044685855,0.3690734426101031,0.044,0.221,0.177,-0.177,-0.311,-0.042,0.0579999999999999,-0.58,0.58,0.2689999999999999,0.2339999999999999,0.265,3.711
4621,O=C(O)CC1Cc2ccccc2C1,O12,0.0517430456233222,0.3322138724679211,0.011,0.151,0.14,-0.14,-0.302,0.021,0.03,-0.603,0.603,0.3229999999999999,0.311,0.162,3.095
4622,O=C(O)CCCCCCCCC#CC#CCCCCCCCCC(=O)O,O20,0.0572554439496704,0.3278039538068425,0.008,0.144,0.135,-0.135,-0.3,0.03,0.0279999999999999,-0.402,0.402,0.33,0.3279999999999999,0.152,3.035
4623,O=C(O)c1ccccc1N1C(=O)c2ccccc2C1=O,O17,0.0050714064602403,0.4156715831288336,0.078,0.283,0.205,-0.205,-0.3329999999999999,-0.077,0.0819999999999999,-0.984,0.984,0.256,0.253,0.361,3.901
4624,O=C(O)CCCCCCCCCCCCCC(=O)O,O17,0.0704851999329062,0.374622590258627,0.008,0.16,0.152,-0.152,-0.345,0.04,0.03,-0.8420000000000001,0.8420000000000001,0.385,0.382,0.168,2.597
4625,O=C(O)CC(O)(C(F)(F)F)C(F)(F)F,O7,0.0699339601002714,0.3977011645849383,0.01,0.174,0.1639999999999999,-0.1639999999999999,-0.364,0.036,0.034,-0.853,0.853,0.401,0.358,0.184,2.496
4626,O=C(O)CC1CC1,O6,0.0722491673973377,0.3708006607523589,0.0069999999999999,0.157,0.149,-0.149,-0.342,0.043,0.0289999999999999,-0.816,0.816,0.385,0.35,0.1639999999999999,2.596
4627,O=C(O)CCCC(=O)Nc1ccccc1,O13,0.0438051920333807,0.3316258833131106,0.015,0.158,0.144,-0.144,-0.298,0.01,0.034,-0.474,0.474,0.308,0.276,0.173,3.245
4628,O=C(O)c1nnn(Cc2ccccc2)c1C(=O)O,O14,0.0102530608870077,0.4082114707271757,0.062,0.261,0.1989999999999999,-0.1989999999999999,-0.336,-0.062,0.072,-0.946,0.946,0.2739999999999999,0.271,0.3229999999999999,3.651
4629,O=C(O)CCCCCC(=O)c1ccccc1,O14,0.0232255716150139,0.384949149789986,0.038,0.2189999999999999,0.181,-0.181,-0.33,-0.032,0.055,-0.7,0.7,0.299,0.292,0.256,3.3480000000000003
4630,O=C(O)CCCCCCC(=O)c1ccccc1,O15,0.0238135607698244,0.3822664492711632,0.037,0.216,0.179,-0.179,-0.3279999999999999,-0.03,0.054,-0.7070000000000001,0.7070000000000001,0.298,0.292,0.253,3.35
4631,C=CCSc1ncccc1C(=O)O,O11,0.0167944402342743,0.3376160228277424,0.037,0.198,0.16,-0.16,-0.287,-0.034,0.051,-0.743,0.743,0.252,0.217,0.235,3.96
4632,O=C(O)C(=O)c1ccc([N+](=O)[O-])cc1,O10,0.003086943062755,0.4570145705764455,0.096,0.3229999999999999,0.2269999999999999,-0.2269999999999999,-0.361,-0.093,0.096,-0.7070000000000001,0.7070000000000001,0.268,0.261,0.418,3.737
4633,O=C(O)CC1OC(=O)c2ccccc21,O12,0.0276354902760925,0.3949082160995885,0.035,0.218,0.184,-0.184,-0.341,-0.026,0.053,-0.55,0.55,0.316,0.309,0.253,3.167
4634,O=C(O)C(C(=O)OCc1ccccc1)c1ccccc1,O18,0.0397995159162343,0.3674932217565499,0.021,0.185,0.1639999999999999,-0.1639999999999999,-0.326,-0.002,0.0409999999999999,-0.48,0.48,0.325,0.32,0.206,3.0810000000000004
4635,O=C(O)CC1CCCCCC1,O10,0.0804075169203331,0.3716458951623989,0.005,0.151,0.146,-0.146,-0.345,0.054,0.027,-0.732,0.732,0.3989999999999999,0.371,0.156,2.507
4636,O=C(O)CN1C(=O)COc2ccc(Cl)cc21,O13,0.036639074209128,0.3218873129365621,0.017,0.16,0.143,-0.143,-0.287,0.001,0.035,-0.621,0.621,0.288,0.253,0.177,3.474
